P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
FF3732;1616373200;2007;2012;2;1;FF373201;161637320001;FF373201;161637320001;1;2;6;1;1;3;88;4;4;4;1;6;1;5;0;0;1;3;0;1;-8;14/04/2011;27/06/2012;2;-8;2;3;2;2;2;2;1;-9;3;4;1;-8;-8;-8;-8;2006;999;214;-8;-8;1;2;2;1;1;1;1;1;1;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;1;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;500;2;-8;2;-8;2;-8;2;2;2;1;2;4950;4950;0;-8;2;1;1000;98;0;2;2;98;1;2;0;1;2;2;2;2;2;1;2;2;2;2;1;3,24733475080776;4203,66666666667;1,70178128094857
FF3739;1616373900;2007;2012;2;1;FF373901;161637390001;FF373902;161637390002;2;1;3;2;2;1;1;3;4;4;1;5;1;4;0;0;0;2;2;1;-8;16/05/2011;14/06/2012;1;-8;3;2;2;2;2;1;2;90;11;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;1;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;2;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;28960,4461829708;2;-9;10;3;1500;3;3;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252768294011817;327,207920792079;,780437887735306
FF3743;1616374300;2007;2012;2;1;FF374301;161637430001;FF374301;161637430001;1;2;3;1;1;1;1;4;4;4;1;3;1;4;0;0;0;4;0;1;-8;01/04/2011;03/05/2012;2;-8;2;1;2;2;2;1;2;102;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;2;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;43700;43700;0;-8;13;2;1100;3;24;3;98;1;2;2;575;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;1,27828085360394
FF3745;1616374500;2007;2012;2;1;FF374501;161637450001;FF374501;161637450001;1;1;3;1;1;1;1;4;4;4;1;5;1;4;0;0;1;2;1;1;-8;19/04/2011;02/08/2012;1;-8;-9;1;2;2;1;1;2;250;5;2;-8;-8;2003;2033;650;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;1;2;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;32000;32000;0;-8;11;3;2500;2;1;2;98;2;2;2;100;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3,24733475080776;4203,66666666667;1,04192588497109
FF3746;1616374600;2007;2012;2;1;FF374601;161637460001;FF374601;161637460001;1;1;3;1;1;1;1;4;3;5;3;1;1;3;0;0;0;1;2;1;-8;11/04/2011;26/04/2012;1;-8;2;1;2;2;2;1;2;260;11;2;-8;-8;1998;2018;660;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;1;3600;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;51400;51400;0;-8;14;1;5500;98;0;2;98;2;2;2;400;1;2;2;1;2;2;2;2;2;2;2;21;3,24733475080776;4203,66666666667;1,05021855888775
FF3748;1616374800;2007;2012;2;1;FF374801;161637480001;FF374801;161637480001;1;1;3;1;1;1;-8;4;1;1;3;2;1;1;0;0;0;1;0;1;-8;23/03/2011;31/07/2012;1;-8;-9;1;2;2;1;2;2;300;12;2;-8;-8;1994;2016;-9;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;2;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;7649,70433754616;1;3;3;1;3000;2;6;3;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,26762014317199;2935,42857142857;1,27828085360394
FF3764;1616376400;2007;2012;2;1;FF376401;161637640001;FF376401;161637640001;1;1;5;1;1;1;1;4;4;4;1;1;1;3;0;0;1;1;1;1;-8;14/04/2011;09/05/2012;1;-8;2;3;2;2;2;2;1;90;6;2;-8;-8;1994;2013;600;-8;-8;-8;-8;-8;4;1;1;1;2;2;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;2;2;2;2;1;3;37,5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;5;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;64000;64000;0;-8;16;4;4000;1;18;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,54345606980745;1998;1,04192588497109
FF3768;1616376800;2007;2012;2;1;FF376801;161637680001;FF376802;161637680002;2;2;5;1;1;4;3;4;3;3;3;4;1;2;0;0;0;2;0;1;-8;27/04/2011;03/05/2012;1;-8;2;3;2;2;2;2;1;75;6;4;-8;-8;-8;-8;-8;2001;60;476;-8;-8;2;1;1;1;1;1;1;2;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;1;300;1;150;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16340;16340;0;-8;6;2;1400;2;0;3;1;1;2;2;450;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;1,27828085360394
FF3769;1616376900;2007;2012;2;1;FF376901;161637690001;FF376901;161637690001;1;1;5;1;1;2;2;4;3;3;3;5;1;2;0;0;0;1;1;1;-8;11/04/2011;26/04/2012;1;-8;3;2;1;2;2;2;2;125;8;2;-8;-8;2000;2030;350;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;1;500;2;-8;2;-8;-8;-8;-8;-8;-8;28000;28000;0;-8;10;2;2500;1;2;3;2;2;2;2;0;1;2;2;2;1;2;2;2;2;2;2;2;2,17294538910074;2812,87234042553;2,51957359358341
FF3770;1616377000;2007;2012;2;1;FF377001;161637700001;FF377001;161637700001;1;1;3;8;1;1;1;4;3;3;3;1;1;2;0;0;0;1;0;1;-8;15/04/2011;03/04/2012;1;-8;2;2;2;2;2;1;2;90;8;2;-8;-8;2009;2039;1550;-8;-8;-8;-8;-8;2;1;1;1;2;1;1;1;1;1;2;3;2;2;2;2;2;2;2;2;1;2;4;2;1;2;2;2;4;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;600;2;-8;-8;-8;-8;-8;-8;-9;39326,0817063992;1;12;12;3;2000;1;5;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
FF3793;1616379300;2007;2012;2;1;FF379301;161637930001;FF379302;161637930002;2;1;6;1;1;4;1;4;3;5;3;6;1;3;0;0;0;2;1;1;-8;07/06/2011;18/04/2012;1;-8;2;3;2;2;2;2;1;85;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;3;30;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;700;1;6000;2;-8;-8;-8;-8;-8;-8;37000;37000;0;-8;12;4;2500;3;24;3;98;98;2;2;188;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,94277263229789;2514,91428571429;1,05021855888775
FF3817;1616381700;2007;2012;2;1;FF381701;161638170001;FF381701;161638170001;1;1;6;1;1;1;1;4;3;3;3;3;1;2;0;0;0;1;1;1;-8;30/05/2011;18/06/2012;1;-8;2;3;2;2;2;1;2;140;14;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;2;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;4;48;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;8400;2;-8;-8;-8;-8;-8;-8;36400;36400;0;-8;12;4;1500;2;56;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,30968588691317
FF3864;1616386400;2007;2012;1;1;FF386401;161638640001;-8;-8;-8;-8;6;1;1;1;1;4;5;7;2;-9;1;2;0;0;1;0;0;1;-8;06/05/2011;05/03/2012;1;-8;-8;3;2;2;2;2;1;40;4;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,04192588497109
FF3871;1616387100;2007;2012;2;1;FF387101;161638710001;FF387101;161638710001;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;10/05/2011;27/04/2012;1;-8;3;3;2;2;2;2;1;90;6;4;-8;-8;-8;-8;-8;2011;60;1000;-8;-8;2;1;1;1;2;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;1;550;-8;-8;-8;-8;-8;25000;25000;0;-8;9;2;3000;3;12;3;2;98;2;2;0;1;2;2;2;2;2;2;2;2;1;2;1;1,78169523493689;2306,4;1,02083500740418
FF3878;1616387800;2007;2012;2;1;FF387801;161638780001;FF387801;161638780001;1;1;6;1;1;1;1;4;4;4;1;3;1;3;0;0;0;2;1;1;-8;18/05/2011;22/05/2012;1;-8;2;3;2;2;1;2;2;92;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;2;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;500;2;-8;2;-8;-8;-8;-8;-8;-8;47000;47000;0;-8;13;3;2000;2;9;3;98;98;2;2;168;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,05021855888775
FF3881;1616388100;2007;2012;2;1;FF388101;161638810001;FF388101;161638810001;1;1;5;3;4;1;1;4;3;3;3;4;1;2;0;0;0;1;1;1;-8;02/05/2011;04/05/2012;1;-8;2;2;2;2;2;1;2;260;7;2;-8;-8;1999;2031;590;-8;-8;-8;-8;-8;1;2;1;1;1;2;1;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;22000;22000;0;-8;8;2;2000;3;6;2;98;2;2;2;250;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,334468962597914;432,969230769231;,996757607412734
FF3887;1616388700;2007;2012;2;1;FF388701;161638870001;FF388701;161638870001;1;1;5;3;4;1;1;4;4;4;1;1;1;3;0;0;0;2;0;1;-8;13/04/2011;26/09/2012;1;-8;2;2;2;2;2;1;2;190;8;2;-8;-8;2000;2024;900;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;1;2;2;2;2;20;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;73000;73000;0;-8;16;3;4000;1;4;2;2;2;2;2;500;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,334468962597914;432,969230769231;,870546472898615
FF3898;1616389800;2007;2012;2;1;FF389801;161638980001;FF389801;161638980001;1;1;4;1;1;2;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;28/04/2011;13/06/2012;1;1;-8;3;2;1;1;2;2;60;5;5;-8;-8;-8;-8;-8;-8;-8;-8;2011;0;5;2;1;2;2;2;1;1;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;300;2;-8;2;-8;-8;-8;-8;-8;-8;37800;37800;0;-8;12;4;1000;1;48;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,05021855888775
FF3905;1616390500;2007;2012;1;1;FF390501;161639050001;-8;-8;-8;-8;6;1;1;1;-8;4;1;1;3;-9;1;1;0;0;0;0;0;1;-8;04/05/2011;02/03/2012;1;-8;-8;3;2;2;2;2;1;30;4;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,26762014317199;2935,42857142857;1,05021855888775
FF3910;1616391000;2007;2012;2;1;FF391001;161639100001;FF391001;161639100001;1;1;6;1;1;4;2;4;4;4;1;1;1;4;0;0;0;1;3;1;-8;24/05/2011;03/09/2012;1;-8;2;3;2;2;2;2;1;80;8;2;-8;-8;1992;2012;480;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;300;2;-8;2;-8;-8;-8;-8;-8;-8;53000;53000;0;-8;14;3;3900;2;2;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,05021855888775
FF3915;1616391500;2007;2012;2;1;FF391501;161639150001;FF391501;161639150001;1;1;6;1;1;1;1;4;3;3;3;3;1;2;0;0;0;2;0;1;-8;13/10/2011;18/05/2012;2;-8;2;2;2;2;1;2;2;38;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;1;1;1;1;1;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;18620;18620;0;-8;7;3;1600;98;0;2;98;2;2;2;90;2;2;2;1;1;2;2;2;2;2;2;4;2,30449147353747;2983,15841584158;2,51957359358341
FF3935;1616393500;2007;2012;2;1;FF393501;161639350001;FF393501;161639350001;1;1;4;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;25/05/2011;24/05/2012;1;-8;-9;3;2;2;1;2;2;75;5;2;-8;-8;1998;2022;450;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;1;2;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;50000;50000;0;-8;14;3;1200;2;12;2;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,02083500740418
FF3948;1616394800;2007;2012;2;1;FF394801;161639480001;FF394801;161639480001;1;1;5;5;3;4;3;4;3;3;3;3;2;2;2;0;0;2;0;1;-8;15/06/2011;25/06/2012;2;-8;2;3;2;2;2;2;1;90;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;-9;2;-8;-8;-8;-8;-8;-8;50000;50000;0;-8;14;4;600;3;12;3;98;98;2;2;0;2;2;2;1;2;2;2;2;2;2;2;3;,252844575252808;327,306666666667;,357332153204102
FF3987;1616398700;2007;2012;1;1;FF398701;161639870001;-8;-8;-8;-8;5;5;3;4;3;4;4;4;1;-9;1;4;0;0;2;0;0;1;-8;26/04/2011;28/02/2012;1;-8;-8;3;2;2;1;2;2;90;8;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,173929224328218;225,150943396226;,392947747670923
FF3990;1616399000;2007;2012;2;1;FF399001;161639900001;FF399001;161639900001;1;1;2;2;2;4;3;3;3;3;3;5;1;2;0;0;0;1;1;1;-8;11/06/2011;30/05/2012;1;-8;2;3;2;2;1;2;2;90;9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;2;1;1;2;2;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16000;16000;0;-8;6;2;3000;2;12;2;2;2;2;2;90;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,496728724576614;643,014084507042;,887947458935994
FF3998;1616399800;2007;2012;2;1;FF399801;161639980001;FF399801;161639980001;1;1;5;5;3;2;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;16/09/2011;01/06/2012;1;-8;2;3;2;2;2;2;1;120;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;6;66;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;-1;-8;1;5760;2;-8;-8;-8;-8;-8;-8;60200;60200;0;-8;16;5;2200;1;120;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,279985094064571;362,44;,377880004931126
FF4031;1616403100;2007;2012;2;1;FF403101;161640310001;FF403101;161640310001;1;1;2;6;1;4;3;4;3;3;3;1;1;2;0;0;0;1;1;1;-8;02/05/2011;03/08/2012;1;-8;-9;3;1;2;2;2;2;70;6;2;-8;-8;2005;2025;680;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16800;16800;0;-8;6;2;1500;3;12;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
GA0230;1711023000;2009;2012;2;1;AA023005;111102300005;AA023005;111102300005;1;1;3;1;1;4;1;3;4;6;1;6;2;4;0;1;1;1;1;2;-8;04/05/2011;18/04/2012;1;7;-8;2;2;2;1;2;2;300;9;1;2;1992;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;2;2;1;2;2;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;1;2400;-8;-8;1;1000;2;-8;2;-8;2;-8;2;2;1;2;2;19500;19500;0;-8;7;2;1500;3;1;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,67667143860029;3464,94444444444;1,05021855888775
GA0365;1711036500;2008;2012;2;1;AA036503;111103650003;AA036503;111103650003;1;1;3;1;1;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;14/10/2011;01/10/2012;1;-8;2;3;1;2;1;2;2;90;7;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;1;10;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;18000;18000;0;-8;6;4;550;1;12;3;98;98;2;2;200;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
GA0429;1711042900;2008;2012;2;1;AA042904;111104290004;AA042904;111104290004;1;1;5;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;05/04/2011;12/04/2012;1;-8;2;3;2;2;2;2;1;43;4;2;-8;-8;2006;2036;400;-8;-8;-8;-8;-8;2;1;2;1;2;1;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;25000;25000;0;-8;9;3;2000;2;3;2;98;2;2;2;0;1;2;2;2;2;2;2;2;1;2;2;1;1,88011180315184;2433,8;1,05021855888775
GA0446;1711044600;2008;2012;2;1;AA044604;111104460004;AA044604;111104460004;1;1;3;8;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;17/05/2011;06/08/2012;1;-8;-9;3;2;1;2;2;2;60;4;4;-8;-8;-8;-8;-8;2009;60;425;-8;-8;2;1;1;2;2;1;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;1000;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;19200;19200;0;-8;7;4;1200;1;6;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,26762014317199;2935,42857142857;1,02083500740418
