P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
AA1374;1111137400;2002;2012;2;1;AA137401;111113740001;AA137401;111113740001;1;1;5;5;3;1;1;4;4;4;1;4;1;3;0;0;1;2;0;1;-8;31/03/2011;26/03/2012;1;-8;2;3;2;2;2;2;1;56;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;2;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;3;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;26000;26000;0;-8;9;4;1200;2;24;2;98;98;2;2;170;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285898769592056;370,095238095238;,392947747670923
AA1375;1111137500;2002;2012;2;1;AA137501;111113750001;AA137501;111113750001;1;1;5;5;3;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;2;-8;05/05/2011;14/05/2012;1;-9;-8;3;2;2;2;2;1;-9;-9;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;2;1;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;11200;11200;0;-8;4;2;1100;3;4;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,279985094064571;362,44;,357332153204102
AA1376;1111137600;2002;2012;2;1;AA137601;111113760001;AA137601;111113760001;2;1;1;5;3;1;-8;2;1;1;3;3;2;1;1;0;0;1;0;1;-8;31/03/2011;17/04/2012;1;-8;2;3;1;2;1;2;2;80;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;2;2;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;705;705;0;-8;1;2;700;98;12;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,210313270773312;272,25;,450396248792403
AA1377;1111137700;2002;2012;2;1;AA137701;111113770001;AA137701;111113770001;1;1;5;5;3;2;2;4;3;3;3;3;1;2;0;0;0;1;1;1;-8;15/06/2011;29/05/2012;1;-8;2;3;2;2;2;2;1;75;7;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;1;2;2;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;7236;7236;0;-8;3;2;800;3;-9;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,70374413873813
AA1378;1111137800;2002;2012;2;1;AA137801;111113780001;AA137802;111113780002;2;1;2;5;3;1;1;2;7;88;3;5;1;6;0;0;2;2;2;1;-8;20/04/2011;22/05/2012;1;-8;2;2;2;2;1;2;2;-9;13;2;-8;-8;2004;2029;500;-8;-8;-8;-8;-8;1;1;2;1;1;1;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;31750;31750;0;-8;11;2;2000;98;0;1;98;2;2;2;150;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,433194531027039;560,769230769231;,392947747670923
AA1379;1111137900;2002;2012;2;1;AA137901;111113790001;AA137901;111113790001;1;1;5;5;3;2;2;4;3;3;3;3;1;2;0;0;0;1;1;1;-8;30/03/2011;02/05/2012;1;-8;2;2;2;2;1;2;2;70;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;2;1;1;1;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16000;16000;0;-8;6;2;1300;3;2;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,70374413873813
AA1387;1111138700;2002;2012;2;1;AA138701;111113870001;AA138701;111113870001;1;1;5;5;3;4;3;4;3;3;3;3;1;2;0;0;0;1;1;1;-8;05/06/2011;19/10/2012;1;-8;2;3;2;2;1;2;2;75;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;2;1;1;2;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;23400;23400;0;-8;8;4;1800;2;5;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,70374413873813
AA1390;1111139000;2002;2012;2;1;AA139001;111113900001;AA139002;111113900002;2;2;5;5;3;4;3;4;4;4;1;1;1;4;0;0;1;3;0;1;-8;04/05/2011;25/06/2012;1;-8;-9;3;2;2;2;2;1;87;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;2;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;2;2;2;1;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1600;2;-8;2;-8;2;2;2;1;2;41000;41000;0;-8;12;4;1800;2;4;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285627121052122;369,74358974359;,357332153204102
AA1393;1111139300;2002;2012;2;1;AA139301;111113930001;AA139301;111113930001;1;1;5;5;3;1;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;09/04/2011;18/06/2012;1;-8;2;3;2;2;2;2;1;-9;5;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;1;1;1;1;1;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;144;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;-9;2;-8;2;-8;-8;-8;-8;-8;-8;-9;7539,2640658272;1;3;3;3;900;2;6;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,459582639976628;594,928571428571;,450396248792403
AA1398;1111139800;2002;2012;2;2;AA139801;111113980001;AA139801;111113980001;1;-8;5;5;3;88;88;4;3;3;3;3;-8;2;-8;-8;0;1;0;2;-8;31/05/2010;07/06/2012;1;2;-8;3;2;2;2;2;1;-9;6;4;2;-8;-8;-8;-8;2011;-9;500;-8;-8;1;2;2;2;2;2;2;2;2;2;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;1;2;-9;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;10800;10800;0;-8;4;1;1300;98;0;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,450396248792403
AA1402;1111140200;2002;2012;2;1;AA140201;111114020001;AA140201;111114020001;1;1;5;5;3;1;1;4;5;7;2;1;1;2;0;0;0;2;0;1;-8;06/04/2011;14/05/2012;1;-8;3;3;2;2;1;2;2;134;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;2;2;2;1;2;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;3;27;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;1;2000;2;-8;2;-8;-8;-8;-8;-8;-8;52500;52500;0;-8;14;4;1500;1;60;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,357332153204102
AA1406;1111140600;2002;2012;2;1;AA140601;111114060001;AA140601;111114060001;1;1;5;5;3;4;3;4;4;4;1;5;1;3;1;0;0;1;2;1;-8;20/05/2011;17/07/2012;1;-8;2;3;2;2;2;2;1;100;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;2;1;2;2;2;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;51008,6244874676;1;14;14;3;2500;1;4;1;98;98;2;2;1330;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,377880004931126
AA1407;1111140700;2002;2012;2;1;AA140701;111114070001;AA140701;111114070001;1;1;5;5;3;2;2;4;3;3;3;5;1;2;0;0;0;1;1;1;-8;05/05/2011;28/05/2012;1;-8;2;3;2;2;1;2;2;137;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;40600;40600;0;-8;12;3;2000;2;3;3;98;98;2;2;0;4;2;2;1;2;2;2;2;2;2;2;4;,252844575252808;327,306666666667;,357332153204102
AA1408;1111140800;2002;2012;2;1;AA140801;111114080001;AA140801;111114080001;1;1;5;5;3;1;1;4;5;7;2;3;1;2;0;0;0;1;1;1;-8;31/03/2011;30/04/2012;1;-8;2;3;2;2;2;2;1;67;6;2;-8;-8;2004;2024;600;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;-1;-8;2;-8;2;-8;-8;-8;-8;-8;-8;42000;42000;0;-8;12;4;1300;2;12;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,357332153204102
AA1409;1111140900;2002;2012;2;1;AA140901;111114090001;AA140901;111114090001;1;1;5;5;3;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;10/05/2011;14/05/2012;1;-8;3;3;2;2;2;2;1;100;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;20;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;4000;2;-8;1;72000;-8;-8;-8;-8;-8;88000;88000;0;-8;16;2;600;1;60;2;98;98;2;2;200;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,279985094064571;362,44;,377880004931126
AA1414;1111141400;2002;2012;2;1;AA141401;111114140001;AA141402;111114140002;2;1;5;5;3;4;3;4;4;4;1;5;1;5;0;0;1;2;2;1;-8;28/03/2011;12/07/2012;1;-8;2;3;2;2;2;2;1;140;9;2;-8;-8;2005;2025;380;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;2;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-9;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;-9;22667,4927772214;1;8;8;2;1500;1;-9;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,433194531027039;560,769230769231;,392947747670923
AA1415;1111141500;2002;2012;2;1;AA141501;111114150001;AA141501;111114150001;1;1;5;5;3;1;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;04/04/2011;10/04/2012;1;-8;2;3;2;2;1;2;2;80;7;4;-8;-8;-8;-8;-8;1953;999;11,6;-8;-8;4;2;2;2;2;2;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;84141;84141;0;-8;16;2;600;2;-9;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,210313270773312;272,25;,450396248792403
AA1417;1111141700;2002;2012;2;1;AA141701;111114170001;AA141701;111114170001;1;1;5;5;3;2;2;4;3;3;3;5;1;2;0;0;0;2;0;1;-8;19/04/2011;11/07/2012;1;-8;2;3;1;2;2;2;2;340;12;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;2;2;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;100;2;-8;2;-8;-8;-8;-8;-8;-8;45000;45000;0;-8;13;4;1700;1;60;3;98;98;2;2;600;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,70374413873813
AA1422;1111142200;2002;2012;1;1;AA142201;111114220001;-8;-8;-8;-8;5;5;3;4;3;4;4;4;1;-9;1;3;0;0;0;0;0;1;-8;03/05/2011;06/03/2012;1;-8;-8;3;1;2;2;2;2;103;9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,377880004931126
AA1423;1111142300;2002;2012;2;1;AA142301;111114230001;AA142304;111114230004;4;1;5;5;3;1;1;4;4;6;1;3;1;4;0;0;0;1;3;1;-8;26/04/2011;18/07/2012;1;-8;2;3;2;2;2;2;1;90;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;2;2;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;2;1;2;2;2;2;15;-9;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;79067,5772793474;1;16;16;2;2500;2;12;2;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,433194531027039;560,769230769231;,357332153204102
AA1435;1111143500;2002;2012;2;1;AA143501;111114350001;AA143501;111114350001;1;2;5;5;3;1;1;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;12/04/2011;12/07/2012;1;-8;2;3;2;2;2;2;1;120;8;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;2;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;18;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;55000;55000;0;-8;15;4;2000;1;12;3;98;98;2;2;400;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
AA1436;1111143600;2002;2012;2;1;AA143601;111114360001;AA143601;111114360001;1;1;5;5;3;1;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;31/03/2011;17/04/2012;1;-8;2;3;2;2;2;2;1;98;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;2;2;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;8982;8982;0;-8;3;1;750;3;24;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,459582639976628;594,928571428571;,450396248792403
AA1437;1111143700;2002;2012;2;2;AA143701;111114370001;AA143701;111114370001;1;-8;5;5;3;1;-8;4;1;1;3;1;-8;1;-8;-8;0;1;0;1;-8;05/05/2010;24/04/2012;1;-8;-8;3;2;2;2;2;1;84;7;1;2;1986;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;1;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;21000;21000;0;-8;7;3;1500;3;16;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,307861792333966;398,526315789474;,357332153204102
AA1440;1111144000;2002;2012;2;1;AA144001;111114400001;AA144001;111114400001;1;2;5;5;3;4;3;4;4;4;1;1;1;4;0;1;0;4;0;1;-8;04/05/2011;23/04/2012;2;-8;-9;3;1;2;2;2;2;102;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;-9;-9;-9;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-9;-8;-8;-8;-9;-8;-9;-8;-9;-8;-9;-8;-8;-8;-8;-8;-8;-9;70861,5368378061;2;-9;16;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
AA1441;1111144100;2002;2012;2;1;AA144101;111114410001;AA144101;111114410001;1;1;5;5;3;1;1;4;3;3;3;1;2;2;2;1;0;1;1;4;-8;17/06/2011;12/09/2012;1;1;-8;3;2;2;2;2;1;50;4;2;2;2007;2007;2042;300;-8;-8;-8;-8;-8;4;1;1;1;2;1;1;2;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;200;2;-8;2;-8;-8;-8;-8;-8;-8;-9;56123,807328118;2;-9;15;4;800;1;12;2;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,230223774031604;298,024096385542;,357332153204102
AA1442;1111144200;2002;2012;1;1;AA144201;111114420001;-8;-8;-8;-8;5;5;3;1;1;4;4;4;1;-9;1;3;0;0;0;0;0;1;-8;02/04/2011;01/03/2012;1;-8;-8;2;2;1;2;2;2;240;9;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,252844575252808;327,306666666667;,357332153204102
AA1445;1111144500;2002;2012;1;1;AA144501;111114450001;-8;-8;-8;-8;5;5;3;88;88;4;4;6;1;-9;1;5;0;0;0;0;0;1;-8;28/04/2011;29/02/2012;1;-8;-8;3;1;2;2;2;2;130;8;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,433194531027039;560,769230769231;,392947747670923
AA1447;1111144700;2002;2012;2;1;AA144701;111114470001;AA144701;111114470001;1;1;5;5;3;4;3;4;4;4;1;1;1;4;0;0;1;3;0;1;-8;26/04/2011;05/06/2012;1;-8;-9;3;2;2;2;2;1;100;7;1;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;2;2;1;2;1;2;3;4;2;2;2;2;2;2;2;1;1;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;400;2;-8;2;-8;2;2;2;1;2;44000;44000;0;-8;13;2;3500;2;2;3;98;98;2;2;216;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285627121052122;369,74358974359;,392947747670923
AA1449;1111144900;2002;2012;2;1;AA144901;111114490001;AA144901;111114490001;1;1;5;5;3;1;1;4;4;4;1;1;1;4;0;0;1;3;0;1;-8;20/06/2011;04/04/2012;1;-8;2;3;2;2;2;2;1;130;9;2;-8;-8;2010;2040;1090;-8;-8;-8;-8;-8;2;1;1;1;2;2;1;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;3;2;2;1;2;2;2;3;21;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;7200;2;-8;2;2;2;1;2;-9;33770,3812386353;2;-1;11;3;1500;3;6;1;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,285627121052122;369,74358974359;,392947747670923
AA1450;1111145000;2002;2012;2;1;AA145001;111114500001;AA145001;111114500001;1;1;5;5;3;2;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;18/05/2011;03/04/2012;2;-8;2;3;2;2;2;2;1;-9;5;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;1;2;1;2;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;2;1;2;2;2;-9;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;7412,05369656086;2;-1;3;2;-9;2;1;3;98;98;2;2;0;1;2;2;2;1;2;2;2;2;2;2;21;,210313270773312;272,25;,70374413873813
AA1451;1111145100;2002;2012;2;1;AA145101;111114510001;AA145101;111114510001;1;1;5;5;3;1;1;4;4;4;1;1;1;4;0;0;2;2;0;1;-8;11/06/2011;28/05/2012;1;-8;-9;3;2;2;1;2;2;90;9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;2;1;1;2;1;2;3;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;1;-9;2;-8;2;-8;2;2;2;1;2;-9;33708,6420314732;1;11;11;4;2000;1;5;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;,173929224328218;225,150943396226;,392947747670923
