"Any","Mes","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Durada_atur","Nombre"
2022,3,10,"Sant Martí",70,"el Besòs i el Maresme","Més de 12 mesos",685
2022,3,10,"Sant Martí",71,"Provençals del Poblenou","Més de 12 mesos",452
2022,3,10,"Sant Martí",72,"Sant Martí de Provençals","Més de 12 mesos",619
2022,3,10,"Sant Martí",73,"la Verneda i la Pau","Més de 12 mesos",699
2022,3,99,"No consta",99,"No consta","Més de 12 mesos",33
2022,4,1,"Ciutat Vella",1,"el Raval","Fins a 6 mesos",1398
2022,4,1,"Ciutat Vella",2,"el Barri Gòtic","Fins a 6 mesos",410
2022,4,1,"Ciutat Vella",3,"la Barceloneta","Fins a 6 mesos",379
2022,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Fins a 6 mesos",522
2022,4,2,"Eixample",5,"el Fort Pienc","Fins a 6 mesos",511
2022,4,2,"Eixample",6,"la Sagrada Família","Fins a 6 mesos",801
2022,4,2,"Eixample",7,"la Dreta de l'Eixample","Fins a 6 mesos",524
2022,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Fins a 6 mesos",594
2022,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Fins a 6 mesos",841
2022,4,2,"Eixample",10,"Sant Antoni","Fins a 6 mesos",622
2022,4,3,"Sants-Montjuïc",11,"el Poble Sec","Fins a 6 mesos",827
2022,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Fins a 6 mesos",38
2022,4,3,"Sants-Montjuïc",13,"la Marina de Port","Fins a 6 mesos",626
2022,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Fins a 6 mesos",208
2022,4,3,"Sants-Montjuïc",15,"Hostafrancs","Fins a 6 mesos",272
2022,4,3,"Sants-Montjuïc",16,"la Bordeta","Fins a 6 mesos",319
2022,4,3,"Sants-Montjuïc",17,"Sants - Badal","Fins a 6 mesos",343
2022,4,3,"Sants-Montjuïc",18,"Sants","Fins a 6 mesos",651
2022,4,4,"Les Corts",19,"les Corts","Fins a 6 mesos",662
2022,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Fins a 6 mesos",339
2022,4,4,"Les Corts",21,"Pedralbes","Fins a 6 mesos",89
2022,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Fins a 6 mesos",35
2022,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Fins a 6 mesos",190
2022,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Fins a 6 mesos",137
2022,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Fins a 6 mesos",214
2022,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Fins a 6 mesos",418
2022,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Fins a 6 mesos",369
2022,4,6,"Gràcia",28,"Vallcarca i els Penitents","Fins a 6 mesos",237
2022,4,6,"Gràcia",29,"el Coll","Fins a 6 mesos",98
2022,4,6,"Gràcia",30,"la Salut","Fins a 6 mesos",210
2022,4,6,"Gràcia",31,"la Vila de Gràcia","Fins a 6 mesos",841
2022,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Fins a 6 mesos",515
2022,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Fins a 6 mesos",395
2022,4,7,"Horta-Guinardó",34,"Can Baró","Fins a 6 mesos",151
2022,4,7,"Horta-Guinardó",35,"el Guinardó","Fins a 6 mesos",652
2022,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Fins a 6 mesos",183
2022,4,7,"Horta-Guinardó",37,"el Carmel","Fins a 6 mesos",627
2022,4,7,"Horta-Guinardó",38,"la Teixonera","Fins a 6 mesos",206
2022,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Fins a 6 mesos",128
2022,4,7,"Horta-Guinardó",40,"Montbau","Fins a 6 mesos",92
2022,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",99
2022,4,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",7
2022,4,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",555
2022,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",515
2022,4,8,"Nou Barris",45,"Porta","Fins a 6 mesos",477
2022,4,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",332
2022,4,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",46
2022,4,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",355
2022,4,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",173
2022,4,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",376
2022,4,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",288
2022,4,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",535
2022,4,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",267
2022,4,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",74
2022,4,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",387
2022,4,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",45
2022,4,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",359
2022,4,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",45
2022,4,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",258
2022,4,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",1043
2022,4,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",464
2022,4,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",226
2022,4,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",353
2022,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",674
2022,4,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",457
2022,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",223
2022,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",147
2022,4,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",505
2022,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",275
2022,4,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",629
2022,4,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",365
2022,4,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",478
2022,4,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",539
2022,4,99,"No consta",99,"No consta","Fins a 6 mesos",36
2022,4,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",323
2022,4,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",86
2022,4,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",82
2022,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",111
2022,4,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",98
2022,4,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",166
2022,4,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",128
2022,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",121
2022,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",180
2022,4,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",121
2022,4,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",166
2022,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",8
2022,4,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",152
2022,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",42
2022,4,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",70
2022,4,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",82
2022,4,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",78
2022,4,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",160
2022,4,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",160
2022,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",77
2022,4,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",17
2022,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",9
2022,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",40
2022,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",34
2022,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",51
2022,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",96
2022,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",84
2022,4,6,"Gràcia",28,"Vallcarca i els Penitents","De 6 a 12 mesos",54
2022,4,6,"Gràcia",29,"el Coll","De 6 a 12 mesos",21
2022,4,6,"Gràcia",30,"la Salut","De 6 a 12 mesos",38
2022,4,6,"Gràcia",31,"la Vila de Gràcia","De 6 a 12 mesos",182
2022,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","De 6 a 12 mesos",111
2022,4,7,"Horta-Guinardó",33,"el Baix Guinardó","De 6 a 12 mesos",81
2022,4,7,"Horta-Guinardó",34,"Can Baró","De 6 a 12 mesos",27
2022,4,7,"Horta-Guinardó",35,"el Guinardó","De 6 a 12 mesos",131
2022,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","De 6 a 12 mesos",37
2022,4,7,"Horta-Guinardó",37,"el Carmel","De 6 a 12 mesos",126
2022,4,7,"Horta-Guinardó",38,"la Teixonera","De 6 a 12 mesos",55
2022,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","De 6 a 12 mesos",37
2022,4,7,"Horta-Guinardó",40,"Montbau","De 6 a 12 mesos",27
2022,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","De 6 a 12 mesos",28
2022,4,7,"Horta-Guinardó",42,"la Clota","De 6 a 12 mesos",2
2022,4,7,"Horta-Guinardó",43,"Horta","De 6 a 12 mesos",122
2022,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","De 6 a 12 mesos",117
2022,4,8,"Nou Barris",45,"Porta","De 6 a 12 mesos",106
2022,4,8,"Nou Barris",46,"el Turó de la Peira","De 6 a 12 mesos",75
2022,4,8,"Nou Barris",47,"Can Peguera","De 6 a 12 mesos",10
2022,4,8,"Nou Barris",48,"la Guineueta","De 6 a 12 mesos",80
2022,4,8,"Nou Barris",49,"Canyelles","De 6 a 12 mesos",39
2022,4,8,"Nou Barris",50,"les Roquetes","De 6 a 12 mesos",85
2022,4,8,"Nou Barris",51,"Verdun","De 6 a 12 mesos",65
2022,4,8,"Nou Barris",52,"la Prosperitat","De 6 a 12 mesos",119
2022,4,8,"Nou Barris",53,"la Trinitat Nova","De 6 a 12 mesos",62
2022,4,8,"Nou Barris",54,"Torre Baró","De 6 a 12 mesos",17
2022,4,8,"Nou Barris",55,"Ciutat Meridiana","De 6 a 12 mesos",90
2022,4,8,"Nou Barris",56,"Vallbona","De 6 a 12 mesos",10
2022,4,9,"Sant Andreu",57,"la Trinitat Vella","De 6 a 12 mesos",83
2022,4,9,"Sant Andreu",58,"Baró de Viver","De 6 a 12 mesos",10
2022,4,9,"Sant Andreu",59,"el Bon Pastor","De 6 a 12 mesos",58
2022,4,9,"Sant Andreu",60,"Sant Andreu","De 6 a 12 mesos",236
2022,4,9,"Sant Andreu",61,"la Sagrera","De 6 a 12 mesos",121
2022,4,9,"Sant Andreu",62,"el Congrés i els Indians","De 6 a 12 mesos",59
2022,4,9,"Sant Andreu",63,"Navas","De 6 a 12 mesos",90
2022,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","De 6 a 12 mesos",138
2022,4,10,"Sant Martí",65,"el Clot","De 6 a 12 mesos",98
2022,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","De 6 a 12 mesos",48
2022,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","De 6 a 12 mesos",33
2022,4,10,"Sant Martí",68,"el Poblenou","De 6 a 12 mesos",114
2022,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","De 6 a 12 mesos",70
2022,4,10,"Sant Martí",70,"el Besòs i el Maresme","De 6 a 12 mesos",160
2022,4,10,"Sant Martí",71,"Provençals del Poblenou","De 6 a 12 mesos",82
2022,4,10,"Sant Martí",72,"Sant Martí de Provençals","De 6 a 12 mesos",103
2022,4,10,"Sant Martí",73,"la Verneda i la Pau","De 6 a 12 mesos",117
2022,4,99,"No consta",99,"No consta","De 6 a 12 mesos",7
2022,4,1,"Ciutat Vella",1,"el Raval","Més de 12 mesos",1307
2022,4,1,"Ciutat Vella",2,"el Barri Gòtic","Més de 12 mesos",364
2022,4,1,"Ciutat Vella",3,"la Barceloneta","Més de 12 mesos",357
2022,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Més de 12 mesos",498
2022,4,2,"Eixample",5,"el Fort Pienc","Més de 12 mesos",442
2022,4,2,"Eixample",6,"la Sagrada Família","Més de 12 mesos",729
2022,4,2,"Eixample",7,"la Dreta de l'Eixample","Més de 12 mesos",456
2022,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Més de 12 mesos",470
2022,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Més de 12 mesos",787
2022,4,2,"Eixample",10,"Sant Antoni","Més de 12 mesos",562
2022,4,3,"Sants-Montjuïc",11,"el Poble Sec","Més de 12 mesos",785
2022,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Més de 12 mesos",49
2022,4,3,"Sants-Montjuïc",13,"la Marina de Port","Més de 12 mesos",792
2022,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Més de 12 mesos",202
2022,4,3,"Sants-Montjuïc",15,"Hostafrancs","Més de 12 mesos",270
2022,4,3,"Sants-Montjuïc",16,"la Bordeta","Més de 12 mesos",317
2022,4,3,"Sants-Montjuïc",17,"Sants - Badal","Més de 12 mesos",337
2022,4,3,"Sants-Montjuïc",18,"Sants","Més de 12 mesos",644
2022,4,4,"Les Corts",19,"les Corts","Més de 12 mesos",647
2022,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Més de 12 mesos",334
2022,4,4,"Les Corts",21,"Pedralbes","Més de 12 mesos",83
2022,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Més de 12 mesos",38
2022,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Més de 12 mesos",186
2022,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Més de 12 mesos",146
2022,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Més de 12 mesos",217
2022,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Més de 12 mesos",360
2022,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Més de 12 mesos",332
2022,4,6,"Gràcia",28,"Vallcarca i els Penitents","Més de 12 mesos",228
2022,4,6,"Gràcia",29,"el Coll","Més de 12 mesos",92
2022,4,6,"Gràcia",30,"la Salut","Més de 12 mesos",203
2022,4,6,"Gràcia",31,"la Vila de Gràcia","Més de 12 mesos",676
2022,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Més de 12 mesos",485
2022,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Més de 12 mesos",378
2022,4,7,"Horta-Guinardó",34,"Can Baró","Més de 12 mesos",146
2022,4,7,"Horta-Guinardó",35,"el Guinardó","Més de 12 mesos",627
2022,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Més de 12 mesos",200
2022,4,7,"Horta-Guinardó",37,"el Carmel","Més de 12 mesos",681
2022,4,7,"Horta-Guinardó",38,"la Teixonera","Més de 12 mesos",220
2022,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Més de 12 mesos",135
2022,4,7,"Horta-Guinardó",40,"Montbau","Més de 12 mesos",98
2022,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Més de 12 mesos",104
2022,4,7,"Horta-Guinardó",42,"la Clota","Més de 12 mesos",7
2022,4,7,"Horta-Guinardó",43,"Horta","Més de 12 mesos",575
2022,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Més de 12 mesos",545
2022,4,8,"Nou Barris",45,"Porta","Més de 12 mesos",553
2022,4,8,"Nou Barris",46,"el Turó de la Peira","Més de 12 mesos",332
2022,4,8,"Nou Barris",47,"Can Peguera","Més de 12 mesos",47
2022,4,8,"Nou Barris",48,"la Guineueta","Més de 12 mesos",392
2022,4,8,"Nou Barris",49,"Canyelles","Més de 12 mesos",191
2022,4,8,"Nou Barris",50,"les Roquetes","Més de 12 mesos",415
2022,4,8,"Nou Barris",51,"Verdun","Més de 12 mesos",318
2022,4,8,"Nou Barris",52,"la Prosperitat","Més de 12 mesos",622
2022,4,8,"Nou Barris",53,"la Trinitat Nova","Més de 12 mesos",276
2022,4,8,"Nou Barris",54,"Torre Baró","Més de 12 mesos",76
2022,4,8,"Nou Barris",55,"Ciutat Meridiana","Més de 12 mesos",399
2022,4,8,"Nou Barris",56,"Vallbona","Més de 12 mesos",46
2022,4,9,"Sant Andreu",57,"la Trinitat Vella","Més de 12 mesos",370
2022,4,9,"Sant Andreu",58,"Baró de Viver","Més de 12 mesos",53
2022,4,9,"Sant Andreu",59,"el Bon Pastor","Més de 12 mesos",300
2022,4,9,"Sant Andreu",60,"Sant Andreu","Més de 12 mesos",1213
2022,4,9,"Sant Andreu",61,"la Sagrera","Més de 12 mesos",503
2022,4,9,"Sant Andreu",62,"el Congrés i els Indians","Més de 12 mesos",245
2022,4,9,"Sant Andreu",63,"Navas","Més de 12 mesos",376
2022,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Més de 12 mesos",696
2022,4,10,"Sant Martí",65,"el Clot","Més de 12 mesos",528
2022,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Més de 12 mesos",267
2022,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Més de 12 mesos",153
2022,4,10,"Sant Martí",68,"el Poblenou","Més de 12 mesos",539
2022,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Més de 12 mesos",289
2022,4,10,"Sant Martí",70,"el Besòs i el Maresme","Més de 12 mesos",666
2022,4,10,"Sant Martí",71,"Provençals del Poblenou","Més de 12 mesos",440
2022,4,10,"Sant Martí",72,"Sant Martí de Provençals","Més de 12 mesos",601
2022,4,10,"Sant Martí",73,"la Verneda i la Pau","Més de 12 mesos",679
2022,4,99,"No consta",99,"No consta","Més de 12 mesos",32
2022,5,1,"Ciutat Vella",1,"el Raval","Fins a 6 mesos",1330
2022,5,1,"Ciutat Vella",2,"el Barri Gòtic","Fins a 6 mesos",393
2022,5,1,"Ciutat Vella",3,"la Barceloneta","Fins a 6 mesos",373
2022,5,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Fins a 6 mesos",514
2022,5,2,"Eixample",5,"el Fort Pienc","Fins a 6 mesos",476
2022,5,2,"Eixample",6,"la Sagrada Família","Fins a 6 mesos",744
2022,5,2,"Eixample",7,"la Dreta de l'Eixample","Fins a 6 mesos",496
2022,5,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Fins a 6 mesos",531
2022,5,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Fins a 6 mesos",796
2022,5,2,"Eixample",10,"Sant Antoni","Fins a 6 mesos",586
2022,5,3,"Sants-Montjuïc",11,"el Poble Sec","Fins a 6 mesos",781
2022,5,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Fins a 6 mesos",37
2022,5,3,"Sants-Montjuïc",13,"la Marina de Port","Fins a 6 mesos",610
2022,5,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Fins a 6 mesos",197
2022,5,3,"Sants-Montjuïc",15,"Hostafrancs","Fins a 6 mesos",261
2022,5,3,"Sants-Montjuïc",16,"la Bordeta","Fins a 6 mesos",306
2022,5,3,"Sants-Montjuïc",17,"Sants - Badal","Fins a 6 mesos",338
2022,5,3,"Sants-Montjuïc",18,"Sants","Fins a 6 mesos",631
2022,5,4,"Les Corts",19,"les Corts","Fins a 6 mesos",638
2022,5,4,"Les Corts",20,"la Maternitat i Sant Ramon","Fins a 6 mesos",334
2022,5,4,"Les Corts",21,"Pedralbes","Fins a 6 mesos",89
2022,5,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Fins a 6 mesos",35
2022,5,5,"Sarrià-Sant Gervasi",23,"Sarrià","Fins a 6 mesos",188
2022,5,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Fins a 6 mesos",134
2022,5,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Fins a 6 mesos",208
2022,5,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Fins a 6 mesos",408
2022,5,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Fins a 6 mesos",360
2022,5,6,"Gràcia",28,"Vallcarca i els Penitents","Fins a 6 mesos",233
2022,5,6,"Gràcia",29,"el Coll","Fins a 6 mesos",97
2022,5,6,"Gràcia",30,"la Salut","Fins a 6 mesos",196
2022,5,6,"Gràcia",31,"la Vila de Gràcia","Fins a 6 mesos",790
2022,5,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Fins a 6 mesos",475
2022,5,7,"Horta-Guinardó",33,"el Baix Guinardó","Fins a 6 mesos",366
2022,5,7,"Horta-Guinardó",34,"Can Baró","Fins a 6 mesos",140
2022,5,7,"Horta-Guinardó",35,"el Guinardó","Fins a 6 mesos",625
2022,5,7,"Horta-Guinardó",36,"la Font d'en Fargues","Fins a 6 mesos",172
2022,5,7,"Horta-Guinardó",37,"el Carmel","Fins a 6 mesos",589
2022,5,7,"Horta-Guinardó",38,"la Teixonera","Fins a 6 mesos",191
2022,5,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Fins a 6 mesos",118
2022,5,7,"Horta-Guinardó",40,"Montbau","Fins a 6 mesos",85
2022,5,7,"Horta-Guinardó",41,"la Vall d'Hebron","Fins a 6 mesos",91
2022,5,7,"Horta-Guinardó",42,"la Clota","Fins a 6 mesos",6
2022,5,7,"Horta-Guinardó",43,"Horta","Fins a 6 mesos",511
2022,5,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Fins a 6 mesos",478
2022,5,8,"Nou Barris",45,"Porta","Fins a 6 mesos",461
2022,5,8,"Nou Barris",46,"el Turó de la Peira","Fins a 6 mesos",302
2022,5,8,"Nou Barris",47,"Can Peguera","Fins a 6 mesos",42
2022,5,8,"Nou Barris",48,"la Guineueta","Fins a 6 mesos",336
2022,5,8,"Nou Barris",49,"Canyelles","Fins a 6 mesos",164
2022,5,8,"Nou Barris",50,"les Roquetes","Fins a 6 mesos",355
2022,5,8,"Nou Barris",51,"Verdun","Fins a 6 mesos",272
2022,5,8,"Nou Barris",52,"la Prosperitat","Fins a 6 mesos",518
2022,5,8,"Nou Barris",53,"la Trinitat Nova","Fins a 6 mesos",248
2022,5,8,"Nou Barris",54,"Torre Baró","Fins a 6 mesos",69
2022,5,8,"Nou Barris",55,"Ciutat Meridiana","Fins a 6 mesos",360
2022,5,8,"Nou Barris",56,"Vallbona","Fins a 6 mesos",42
2022,5,9,"Sant Andreu",57,"la Trinitat Vella","Fins a 6 mesos",334
2022,5,9,"Sant Andreu",58,"Baró de Viver","Fins a 6 mesos",42
2022,5,9,"Sant Andreu",59,"el Bon Pastor","Fins a 6 mesos",237
2022,5,9,"Sant Andreu",60,"Sant Andreu","Fins a 6 mesos",960
2022,5,9,"Sant Andreu",61,"la Sagrera","Fins a 6 mesos",422
2022,5,9,"Sant Andreu",62,"el Congrés i els Indians","Fins a 6 mesos",205
2022,5,9,"Sant Andreu",63,"Navas","Fins a 6 mesos",324
2022,5,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Fins a 6 mesos",646
2022,5,10,"Sant Martí",65,"el Clot","Fins a 6 mesos",435
2022,5,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Fins a 6 mesos",213
2022,5,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Fins a 6 mesos",137
2022,5,10,"Sant Martí",68,"el Poblenou","Fins a 6 mesos",475
2022,5,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Fins a 6 mesos",269
2022,5,10,"Sant Martí",70,"el Besòs i el Maresme","Fins a 6 mesos",615
2022,5,10,"Sant Martí",71,"Provençals del Poblenou","Fins a 6 mesos",351
2022,5,10,"Sant Martí",72,"Sant Martí de Provençals","Fins a 6 mesos",458
2022,5,10,"Sant Martí",73,"la Verneda i la Pau","Fins a 6 mesos",517
2022,5,99,"No consta",99,"No consta","Fins a 6 mesos",31
2022,5,1,"Ciutat Vella",1,"el Raval","De 6 a 12 mesos",335
2022,5,1,"Ciutat Vella",2,"el Barri Gòtic","De 6 a 12 mesos",91
2022,5,1,"Ciutat Vella",3,"la Barceloneta","De 6 a 12 mesos",91
2022,5,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","De 6 a 12 mesos",124
2022,5,2,"Eixample",5,"el Fort Pienc","De 6 a 12 mesos",121
2022,5,2,"Eixample",6,"la Sagrada Família","De 6 a 12 mesos",197
2022,5,2,"Eixample",7,"la Dreta de l'Eixample","De 6 a 12 mesos",143
2022,5,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","De 6 a 12 mesos",133
2022,5,2,"Eixample",9,"la Nova Esquerra de l'Eixample","De 6 a 12 mesos",197
2022,5,2,"Eixample",10,"Sant Antoni","De 6 a 12 mesos",137
2022,5,3,"Sants-Montjuïc",11,"el Poble Sec","De 6 a 12 mesos",183
2022,5,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","De 6 a 12 mesos",7
2022,5,3,"Sants-Montjuïc",13,"la Marina de Port","De 6 a 12 mesos",159
2022,5,3,"Sants-Montjuïc",14,"la Font de la Guatlla","De 6 a 12 mesos",47
2022,5,3,"Sants-Montjuïc",15,"Hostafrancs","De 6 a 12 mesos",77
2022,5,3,"Sants-Montjuïc",16,"la Bordeta","De 6 a 12 mesos",91
2022,5,3,"Sants-Montjuïc",17,"Sants - Badal","De 6 a 12 mesos",90
2022,5,3,"Sants-Montjuïc",18,"Sants","De 6 a 12 mesos",178
2022,5,4,"Les Corts",19,"les Corts","De 6 a 12 mesos",174
2022,5,4,"Les Corts",20,"la Maternitat i Sant Ramon","De 6 a 12 mesos",89
2022,5,4,"Les Corts",21,"Pedralbes","De 6 a 12 mesos",21
2022,5,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","De 6 a 12 mesos",9
2022,5,5,"Sarrià-Sant Gervasi",23,"Sarrià","De 6 a 12 mesos",45
2022,5,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","De 6 a 12 mesos",34
2022,5,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","De 6 a 12 mesos",51
2022,5,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","De 6 a 12 mesos",100
2022,5,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","De 6 a 12 mesos",86
