﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25179;Prullans;1;;184;58;104;124;60;4;1;119;120;6;31;37;6;3;21;0;0;15;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17141;Puigcerdà;1;;6180;941;2050;2847;3333;61;28;2758;2786;476;572;704;204;109;164;161;96;230;4;2;6;13;3;1;;4;5;;;4;;
8;Barcelona;8;Penedès;3;Alt Penedès;08174;Puigdàlber;1;;403;125;235;278;125;3;3;272;275;22;74;90;23;9;31;2;7;13;0;1;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25180;Puiggròs;1;;218;76;118;140;78;6;2;132;134;15;36;68;0;2;4;1;1;4;0;0;0;0;0;0;;1;;0;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43119;Puigpelat;1;;877;209;410;456;421;12;5;439;444;86;122;86;23;10;45;20;14;19;0;0;11;0;1;;0;1;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08175;Puig-reig;1;;2869;668;1325;1561;1308;30;25;1506;1531;161;428;501;44;49;144;36;40;77;4;5;2;12;2;1;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08175;Puig-reig;2;;487;181;290;322;165;3;3;316;319;14;107;112;7;7;27;6;4;23;0;7;0;2;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25181;Puigverd d'Agramunt;1;;154;47;77;97;57;3;3;91;94;13;26;29;6;0;6;1;5;2;0;0;0;0;0;0;;0;;3;;;0;
25;Lleida;4;Lleida;33;Segrià;25182;Puigverd de Lleida;1;;1059;281;520;618;441;11;9;598;607;89;162;165;38;28;52;21;22;11;2;0;3;0;0;0;;1;;3;;;1;
8;Barcelona;2;Catalunya Central;6;Anoia;08176;Pujalt;1;;156;52;96;102;54;5;2;95;97;5;24;48;4;4;0;2;6;1;0;0;0;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08177;Quar, la;1;;35;10;15;20;15;0;0;20;20;1;5;2;0;0;7;0;0;5;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17142;Quart;1;;2734;801;1542;1816;918;23;30;1763;1793;243;387;611;122;69;159;53;45;38;6;4;6;11;0;0;;3;3;;;3;;
17;Girona;3;Girona;31;Ripollès;17043;Queralbs;1;;160;58;102;126;34;4;0;122;122;12;28;54;4;2;13;1;2;4;0;1;1;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43120;Querol;1;;426;104;171;215;211;12;0;203;203;38;34;43;33;12;17;12;4;6;4;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17143;Rabós;1;;148;54;87;93;55;0;1;92;93;4;26;27;2;5;12;2;4;4;0;0;4;0;1;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08178;Rajadell;1;;441;148;271;313;128;3;5;305;310;26;82;82;20;13;36;4;3;36;0;1;1;1;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43121;Rasquera;1;;602;186;332;347;255;5;3;339;342;27;146;101;6;4;31;0;1;14;4;0;0;0;0;;5;0;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17144;Regencós;1;;220;90;136;150;70;2;3;145;148;14;36;62;3;7;8;5;2;5;1;2;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08179;Rellinars;1;;666;168;343;377;289;8;4;365;369;44;121;79;15;32;31;25;4;9;1;1;1;0;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43122;Renau;1;;114;33;67;78;36;3;1;74;75;10;18;18;1;7;11;3;2;3;0;1;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;1;;3167;671;1380;1648;1519;20;7;1621;1628;221;331;442;109;66;203;58;74;78;8;10;6;2;3;;1;7;;;2;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;10;;1673;298;706;849;824;19;7;823;830;207;178;121;104;39;45;70;29;17;4;0;2;2;2;;0;2;;;1;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;2;;13346;2800;5429;6446;6900;100;44;6302;6346;1274;1351;1383;522;284;500;348;323;209;23;21;14;4;7;;9;17;;;12;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;3;;11024;1624;3713;4483;6541;87;37;4359;4396;1128;881;682;584;179;256;286;192;90;17;9;10;7;7;;8;10;;;12;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;4;;6091;1012;2118;2509;3582;46;16;2447;2463;577;509;443;258;136;182;143;100;44;12;11;10;1;5;;3;4;;;8;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;5;;6614;1142;2391;2869;3745;53;34;2782;2816;647;640;484;290;154;206;150;104;54;11;8;3;2;3;;4;17;;;5;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;6;;13763;2893;6400;7782;5981;125;64;7593;7657;1164;1718;2041;552;328;688;326;276;354;19;35;21;23;11;;11;20;;;4;;;2
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;7;;5768;918;1704;2062;3706;48;16;1998;2014;570;404;198;287;112;103;155;110;31;7;2;1;0;1;;4;10;;;2;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;8;;8466;1197;3331;3913;4553;74;31;3808;3839;922;722;538;568;157;200;321;225;84;16;8;7;10;10;;5;6;;;8;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;9;;1818;359;766;938;880;9;4;925;929;144;212;252;72;27;68;49;43;39;2;4;2;3;0;;5;2;;;1;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25183;Rialp;1;;522;100;274;339;183;16;4;319;323;31;69;83;9;15;39;3;6;58;2;1;0;0;0;0;;0;;3;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43124;Riba, la;1;;461;148;220;264;197;5;3;256;259;35;75;71;12;7;23;7;12;9;0;1;1;0;0;;2;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43125;Riba-roja d'Ebre;1;;876;229;394;532;344;22;8;502;510;125;153;74;16;16;42;15;37;10;2;0;1;0;2;;9;0;;;0;;;0
25;Lleida;4;Lleida;32;Segarra;25905;Ribera d'Ondara;1;;369;105;213;231;138;16;3;212;215;7;65;74;10;6;12;3;10;10;0;0;4;0;1;1;;0;;9;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25185;Ribera d'Urgellet;1;;674;172;322;377;297;13;4;360;364;46;105;138;3;11;26;12;1;14;0;1;0;0;1;0;;1;;1;;;0;
17;Girona;3;Girona;31;Ripollès;17145;Ribes de Freser;1;;1442;368;678;846;596;12;10;824;834;79;196;320;29;24;98;26;6;34;0;3;4;0;1;0;;0;4;;;0;;
17;Girona;3;Girona;34;Selva;17146;Riells i Viabrea;1;;3230;879;1408;1637;1593;18;22;1597;1619;279;483;369;127;78;105;70;24;27;9;1;5;4;2;1;;7;1;;;5;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43126;Riera de Gaià, la;1;;1222;342;634;729;493;15;2;712;714;103;206;188;40;44;62;20;16;25;1;0;0;0;0;;0;3;;;2;;;2
25;Lleida;2;Catalunya Central;35;Solsonès;25186;Riner;1;;214;73;134;155;59;3;1;151;152;11;28;63;11;1;22;3;2;7;0;0;2;0;1;0;;0;;0;;;0;
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;1;;1075;225;438;507;568;10;6;491;497;59;118;191;21;16;34;4;9;32;0;0;0;2;1;0;;1;2;;;1;;
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;2;;1190;290;507;610;580;11;4;595;599;106;129;178;25;32;46;16;14;31;0;2;6;6;1;0;;0;3;;;0;;
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;3;;4661;1071;1973;2398;2263;50;15;2333;2348;373;555;768;118;83;183;56;31;98;2;6;21;16;5;0;;5;13;;;0;;
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;4;;978;257;476;560;418;11;2;547;549;58;98;238;25;16;39;14;8;28;1;2;10;9;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08180;Ripollet;1;;18912;3835;8136;9441;9471;106;73;9262;9335;3125;1751;798;993;949;439;668;333;94;54;11;11;8;16;12;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08180;Ripollet;2;;8455;1431;3075;3550;4905;71;27;3452;3479;1227;532;245;451;346;164;256;139;47;20;11;5;0;5;4;;;;;;;;
17;Girona;3;Girona;34;Selva;17148;Riudarenes;1;;1595;421;749;871;724;12;18;841;859;127;158;338;53;30;55;35;13;25;0;1;1;0;1;0;;1;1;;;2;;
17;Girona;3;Girona;19;Garrotxa;17149;Riudaura;1;;379;112;246;285;94;3;1;281;282;8;57;139;6;10;58;0;1;2;0;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43127;Riudecanyes;1;;823;263;453;516;307;12;0;504;504;35;170;153;20;16;53;20;13;13;2;1;2;0;3;;2;1;;;0;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25913;Riu de Cerdanya;1;;88;29;57;72;16;0;0;72;72;2;25;27;1;2;8;1;0;3;0;0;0;3;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43128;Riudecols;1;;915;247;452;501;414;17;5;479;484;100;168;103;14;20;49;6;4;10;1;1;0;0;0;;3;0;;;0;;;0
17;Girona;3;Girona;34;Selva;17150;Riudellots de la Selva;1;;1450;523;906;1026;424;30;10;986;996;93;240;456;30;33;62;19;8;31;2;3;2;4;0;0;;3;0;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43129;Riudoms;1;;924;202;408;488;436;26;4;458;462;37;137;147;32;10;48;12;15;10;2;3;0;1;1;;2;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43129;Riudoms;2;;3752;850;1700;2067;1685;42;12;2013;2025;247;565;678;132;47;164;57;37;53;3;9;5;3;4;;5;0;;;4;;;0
17;Girona;3;Girona;2;Alt Empordà;17151;Riumors;1;;176;41;91;111;65;3;2;106;108;4;26;37;4;5;15;1;4;0;1;0;3;5;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08181;Roca del Vallès, la;1;;8173;1897;4090;4750;3423;69;39;4642;4681;1214;1078;999;326;240;279;207;121;118;15;8;13;8;11;5;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43130;Rocafort de Queralt;1;;177;77;110;123;54;3;0;120;120;6;49;39;3;2;10;4;4;3;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43131;Roda de Berà;1;;5099;1027;1821;2210;2889;51;9;2150;2159;601;427;248;342;126;64;161;121;38;9;1;5;1;1;;0;4;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08183;Roda de Ter;1;;3728;994;1907;2145;1583;33;20;2092;2112;219;536;826;95;80;190;35;14;62;6;7;11;6;5;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08183;Roda de Ter;2;;858;246;395;472;386;0;11;461;472;32;106;211;11;10;53;4;6;22;1;1;2;1;1;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43132;Rodonyà;1;;386;118;235;245;141;4;7;234;241;17;64;68;16;7;24;6;2;27;0;0;1;0;2;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43133;Roquetes;1;;2191;447;771;986;1205;24;11;951;962;127;327;189;56;62;103;31;24;17;2;1;0;1;0;;8;1;;;2;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43133;Roquetes;2;;3459;756;1326;1594;1865;46;12;1536;1548;236;529;317;110;89;111;32;33;45;3;6;0;0;1;;20;3;;;1;;;0
17;Girona;3;Girona;2;Alt Empordà;17152;Roses;1;;6480;1187;2583;2964;3516;56;29;2879;2908;719;492;525;521;104;84;211;138;43;10;4;5;4;4;0;;6;8;;;1;;
17;Girona;3;Girona;2;Alt Empordà;17152;Roses;2;;4719;1015;2117;2389;2330;57;30;2302;2332;487;485;576;296;78;84;121;77;70;6;2;4;6;1;3;;3;3;;;0;;
25;Lleida;4;Lleida;33;Segrià;25189;Rosselló;1;;2228;525;983;1146;1082;35;7;1104;1111;159;308;321;76;32;75;39;20;39;1;19;1;0;1;0;;6;;3;;;4;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43134;Rourell, el;1;;293;101;161;179;114;5;4;170;174;26;39;39;16;4;16;9;4;10;1;0;0;3;0;;1;1;;;1;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;1;;5075;1178;2320;2562;2513;46;21;2495;2516;764;474;190;349;225;113;227;91;26;22;2;2;1;7;2;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;2;;8312;1510;3264;3798;4514;56;34;3708;3742;949;849;417;434;365;222;265;122;41;18;5;3;2;7;9;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;3;;10786;1720;4342;4921;5865;52;36;4833;4869;1512;956;498;468;464;234;364;209;70;32;5;6;2;10;3;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;4;;31130;5346;12303;14252;16878;191;121;13940;14061;4146;2915;1700;1509;1151;672;991;471;212;87;23;3;15;27;18;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08185;Rubió;1;;197;65;100;120;77;2;1;117;118;7;33;23;8;8;11;5;1;20;0;0;0;1;0;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17153;Rupià;1;;200;65;138;153;47;3;1;149;150;13;36;54;0;8;34;0;0;4;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08901;Rupit i Pruit;1;;245;119;164;189;56;6;7;176;183;11;45;92;0;6;7;6;0;7;0;1;0;1;0;0;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;1;;41439;10866;22854;26695;14744;290;183;26222;26405;4268;6222;7738;1130;1523;2303;942;730;1085;80;72;43;51;27;8;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;2;;17714;4030;8516;10090;7624;115;69;9906;9975;1940;2335;2480;617;639;794;393;305;275;50;25;15;18;11;9;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;3;;24365;5393;9521;10833;13532;142;102;10589;10691;4547;1328;460;1341;979;314;983;423;46;85;11;8;11;33;20;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;4;;29978;6972;13685;15197;14781;207;125;14865;14990;5363;2512;1220;1461;1542;596;1329;527;100;107;17;17;10;45;19;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;5;;14426;3143;6671;7775;6651;95;70;7610;7680;1609;1995;1433;539;581;673;394;174;124;37;10;12;8;9;12;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;6;;20040;3964;7207;8279;11761;118;64;8097;8161;2909;1462;636;929;696;295;659;339;63;60;11;0;9;22;7;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;7;;5991;1109;2004;2231;3760;26;26;2179;2205;980;242;71;256;291;45;208;46;14;15;1;1;2;2;5;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08188;Sagàs;1;;117;47;78;89;28;1;2;86;88;3;18;36;0;0;17;2;1;7;0;0;2;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25190;Salàs de Pallars;1;;265;89;140;173;92;4;0;169;169;34;48;39;3;4;28;2;1;8;0;0;0;1;0;0;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08190;Saldes;1;;260;107;159;178;82;6;2;170;172;9;52;59;0;8;27;6;1;8;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17154;Sales de Llierca;1;;107;35;54;68;39;2;1;65;66;10;13;13;0;11;14;2;0;0;1;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08191;Sallent;1;;4818;1199;2229;2634;2184;22;38;2574;2612;488;735;645;108;131;297;48;45;56;8;4;3;3;0;3;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08191;Sallent;2;;427;130;244;264;163;4;5;255;260;32;84;66;5;15;28;7;7;8;2;0;1;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43135;Salomó;1;;333;104;195;224;109;3;3;218;221;18;58;88;4;5;23;9;4;8;0;0;0;0;1;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43905;Salou;1;;15413;2747;5939;7077;8336;107;63;6907;6970;1810;1056;825;1271;346;166;661;498;193;21;8;8;6;6;;6;21;;;4;;;1
17;Girona;3;Girona;20;Gironès;17155;Salt;1;;8202;2002;3454;3840;4362;51;29;3760;3789;786;713;1062;404;124;375;106;83;54;4;5;5;16;4;1;;4;10;;;4;;
17;Girona;3;Girona;20;Gironès;17155;Salt;2;;6865;1443;2744;3145;3720;51;28;3066;3094;727;656;675;309;159;252;118;68;45;8;10;6;14;0;1;;4;10;;;4;;
25;Lleida;4;Lleida;32;Segarra;25191;Sanaüja;1;;335;71;168;198;137;11;3;184;187;10;41;82;11;0;21;2;9;7;0;0;0;0;0;0;;0;;1;;;0;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43138;Santa Bàrbara;1;;1397;310;496;644;753;25;5;614;619;97;169;121;51;23;35;19;32;41;1;1;1;0;0;;20;0;;;3;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43138;Santa Bàrbara;2;;1247;221;403;529;718;23;6;500;506;74;141;109;52;11;34;13;28;22;2;0;0;1;1;;10;2;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08243;Santa Cecília de Voltregà;1;;152;39;100;109;43;3;2;104;106;3;29;55;0;0;6;1;1;5;0;2;0;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08244;Santa Coloma de Cervelló;1;;6207;1672;3157;3789;2418;56;37;3696;3733;960;971;495;239;376;208;261;89;46;27;7;5;3;7;2;;;;;;;;
17;Girona;3;Girona;34;Selva;17180;Santa Coloma de Farners;1;;8588;1948;3773;4510;4078;75;43;4392;4435;472;983;1884;186;137;423;68;66;117;5;7;18;11;2;1;;3;7;;;2;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;1;;15069;2725;6305;7312;7757;99;43;7170;7213;2734;1221;528;588;765;337;537;305;58;61;4;2;6;16;8;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;2;;10367;2239;4251;4762;5605;72;43;4647;4690;1962;684;170;503;463;166;399;210;25;30;3;1;4;16;11;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;3;;14235;2906;5743;6486;7749;79;64;6343;6407;2684;939;266;637;715;197;549;262;20;44;7;1;4;11;7;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;4;;15848;3016;6426;7510;8338;114;59;7337;7396;3115;1070;359;666;670;262;653;394;50;50;5;5;6;16;16;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;5;;13627;2418;4601;5188;8439;78;34;5076;5110;2231;773;180;572;447;122;459;212;23;33;2;2;5;13;2;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;6;;7601;1426;2515;2833;4768;50;16;2767;2783;1274;328;98;353;236;60;253;125;8;16;0;3;1;8;4;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43139;Santa Coloma de Queralt;1;;1199;237;565;683;516;16;7;660;667;43;217;227;21;13;76;8;12;29;0;1;2;8;2;;0;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43139;Santa Coloma de Queralt;2;;814;157;397;478;336;10;2;466;468;37;127;186;12;9;51;4;12;26;0;0;1;1;0;;0;0;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17181;Santa Cristina d'Aro;1;;3578;773;1598;1899;1679;31;18;1850;1868;310;440;565;121;108;78;93;45;68;3;1;1;1;9;1;;3;2;;;1;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;1;;7451;1214;3069;3672;3779;58;22;3592;3614;1067;780;413;347;296;171;280;149;38;29;4;4;2;9;3;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;2;;6498;1126;2386;2836;3662;26;32;2778;2810;945;552;199;314;273;104;227;120;12;19;0;3;1;5;4;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;3;;394;49;101;117;277;1;1;115;116;40;23;11;13;8;4;10;4;0;2;0;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;4;;966;169;396;493;473;7;0;486;486;137;100;40;67;49;16;49;15;6;5;0;0;1;1;0;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;5;;3816;855;1520;1713;2103;20;9;1684;1693;721;186;62;244;131;40;147;123;10;13;2;3;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;6;;6469;833;1349;1528;4941;18;13;1497;1510;578;193;65;251;104;45;141;77;12;10;0;2;1;17;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08246;Santa Eugènia de Berga;1;;1693;533;991;1093;600;11;4;1078;1082;68;268;546;19;18;108;7;10;25;0;6;2;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08247;Santa Eulàlia de Riuprimer;1;;1013;305;641;720;293;21;7;692;699;39;175;296;12;19;94;7;7;36;5;0;0;1;1;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08248;Santa Eulàlia de Ronçana;1;;5805;1267;2671;3055;2750;34;31;2990;3021;515;809;762;161;182;251;160;68;49;16;4;8;2;3;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08249;Santa Fe del Penedès;1;;282;108;204;230;52;5;7;218;225;22;49;76;12;10;29;5;3;11;1;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08195;Sant Agustí de Lluçanès;1;;80;24;49;57;23;6;1;50;51;1;8;26;1;2;4;1;1;6;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17182;Santa Llogaia d'Àlguema;1;;285;88;142;151;134;5;1;145;146;39;18;31;24;11;2;6;9;5;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;8;Penedès;6;Anoia;08250;Santa Margarida de Montbui;1;;7194;1514;2641;3141;4053;58;37;3046;3083;1059;569;277;331;221;140;233;92;93;12;3;5;5;4;2;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08251;Santa Margarida i els Monjos;1;;5181;1252;2245;2618;2563;36;26;2556;2582;696;642;438;208;153;139;135;51;51;20;5;4;1;11;2;;;;;;;;
8;Barcelona;2;Catalunya Central;42;Moianès;08258;Santa Maria d'Oló;1;;839;250;534;588;251;8;7;573;580;23;200;200;4;8;102;5;6;18;2;3;1;0;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08253;Santa Maria de Besora;1;;132;53;86;92;40;2;3;87;90;6;22;39;0;3;11;0;0;3;1;0;0;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08256;Santa Maria de Martorelles;1;;692;172;365;425;267;5;9;411;420;53;114;78;26;51;50;12;8;9;5;0;5;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08255;Santa Maria de Merlès;1;;124;44;77;89;35;0;2;87;89;1;19;38;1;3;18;0;0;7;0;0;0;0;0;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08257;Santa Maria de Miralles;1;;106;45;67;76;30;1;2;73;75;7;15;23;3;5;6;0;1;12;0;0;0;0;1;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08259;Santa Maria de Palautordera;1;;7108;1991;3830;4371;2737;49;39;4283;4322;669;1102;1278;193;238;423;120;81;113;25;15;12;4;5;5;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08196;Sant Andreu de la Barca;1;;19510;4137;8553;9698;9812;132;86;9480;9566;3512;1758;603;1253;699;281;824;347;69;70;12;3;11;25;13;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08197;Sant Andreu de Llavaneres;1;;4560;943;2120;2564;1996;29;28;2507;2535;392;630;686;210;114;118;110;121;101;11;4;4;1;3;2;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08197;Sant Andreu de Llavaneres;2;;3522;788;1705;2038;1484;21;13;2004;2017;337;381;527;202;88;73;135;136;97;6;0;11;11;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17157;Sant Andreu Salou;1;;119;35;86;97;22;1;2;94;96;18;11;46;1;2;15;0;0;1;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;19;Garrotxa;17183;Sant Aniol de Finestres;1;;255;95;152;172;83;4;4;164;168;11;28;83;9;2;18;2;3;4;0;2;1;1;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08198;Sant Antoni de Vilamajor;1;;4753;988;2241;2768;1985;44;22;2702;2724;363;697;824;149;130;259;106;58;76;17;6;9;0;6;2;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43140;Santa Oliva;1;;2486;622;1061;1153;1333;19;11;1123;1134;317;229;171;167;42;51;81;46;10;3;1;0;0;3;;2;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17184;Santa Pau;1;;1254;419;719;830;424;19;11;800;811;59;193;363;16;24;85;7;7;19;3;2;7;6;1;0;;3;5;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08260;Santa Perpètua de Mogoda;1;;18704;4028;8331;9461;9243;159;59;9243;9302;2913;1890;943;1007;830;371;743;333;117;43;13;5;9;11;15;;;;;;;;
