﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
8;Barcelona;2;Catalunya Central;14;Berguedà;08045;Capolat;1;;63;22;30;41;22;0;0;41;41
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;1;;3844;826;1982;2345;1499;32;18;2295;2313
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;2;;7153;1631;3640;4279;2874;68;24;4187;4211
8;Barcelona;1;Barcelona;41;Vallès Oriental;08046;Cardedeu;3;;2752;444;1204;1428;1324;24;17;1387;1404
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;1;;2780;678;1204;1468;1312;32;14;1422;1436
8;Barcelona;2;Catalunya Central;7;Bages;08047;Cardona;2;;888;212;378;444;444;8;4;432;436
8;Barcelona;8;Penedès;6;Anoia;08048;Carme;1;;574;188;339;376;198;5;5;366;371
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43041;Caseres;1;;204;42;87;110;94;4;1;105;106
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;1;;2814;635;1488;1739;1075;29;9;1701;1710
17;Girona;3;Girona;20;Gironès;17044;Cassà de la Selva;2;;4227;933;2072;2406;1821;51;13;2342;2355
8;Barcelona;2;Catalunya Central;14;Berguedà;08049;Casserres;1;;1308;386;684;773;535;11;6;756;762
25;Lleida;2;Catalunya Central;35;Solsonès;25064;Castellar de la Ribera;1;;94;34;62;74;20;1;1;72;73
8;Barcelona;2;Catalunya Central;14;Berguedà;08050;Castellar del Riu;1;;130;55;86;98;32;2;0;96;96
8;Barcelona;1;Barcelona;40;Vallès Occidental;08051;Castellar del Vallès;1;;18928;4636;9156;10446;8482;172;67;10207;10274
8;Barcelona;2;Catalunya Central;14;Berguedà;08052;Castellar de n'Hug;1;;142;44;80;101;41;4;1;96;97
8;Barcelona;2;Catalunya Central;7;Bages;08053;Castellbell i el Vilar;1;;2949;595;1199;1364;1585;22;16;1326;1342
8;Barcelona;1;Barcelona;40;Vallès Occidental;08054;Castellbisbal;1;;9346;1928;4279;5010;4336;82;37;4891;4928
8;Barcelona;2;Catalunya Central;42;Moianès;08055;Castellcir;1;;542;162;296;340;202;5;8;327;335
25;Lleida;4;Lleida;18;Garrigues;25067;Castelldans;1;;683;176;361;398;285;9;9;380;389
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;1;;11834;2204;4868;5809;6025;80;57;5672;5729
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;2;;8043;1731;3523;4141;3902;64;55;4022;4077
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;3;;7013;1571;3259;3862;3151;47;45;3770;3815
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;4;;7915;1598;3558;4177;3738;34;39;4104;4143
8;Barcelona;1;Barcelona;11;Baix Llobregat;08056;Castelldefels;5;;8161;1674;3706;4414;3747;49;32;4333;4365
8;Barcelona;2;Catalunya Central;14;Berguedà;08057;Castell de l'Areny;1;;62;17;40;45;17;1;1;43;44
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25904;Castell de Mur;1;;150;39;80;106;44;0;1;105;106
8;Barcelona;8;Penedès;3;Alt Penedès;08058;Castellet i la Gornal;1;;1860;458;809;924;936;16;15;893;908
17;Girona;3;Girona;19;Garrotxa;17046;Castellfollit de la Roca;1;;713;240;379;423;290;7;8;408;416
8;Barcelona;2;Catalunya Central;7;Bages;08059;Castellfollit del Boix;1;;353;115;202;222;131;5;5;212;217
8;Barcelona;2;Catalunya Central;6;Anoia;08060;Castellfollit de Riubregós;1;;138;52;94;106;32;4;0;102;102
8;Barcelona;2;Catalunya Central;7;Bages;08061;Castellgalí;1;;1671;386;726;824;847;10;10;804;814
8;Barcelona;2;Catalunya Central;7;Bages;08062;Castellnou de Bages;1;;1044;278;575;674;370;10;6;658;664
25;Lleida;4;Lleida;27;Pla d'Urgell;25068;Castellnou de Seana;1;;524;157;251;297;227;5;3;289;292
17;Girona;3;Girona;2;Alt Empordà;17047;Castelló d'Empúries;1;;5051;961;2093;2433;2618;52;12;2369;2381
25;Lleida;4;Lleida;23;Noguera;25069;Castelló de Farfanya;1;;414;134;220;228;186;1;2;225;227
8;Barcelona;8;Penedès;6;Anoia;08063;Castellolí;1;;490;141;317;364;126;6;2;356;358
17;Girona;3;Girona;10;Baix Empordà;17048;Castell-Platja d'Aro;1;;6600;1632;2821;3380;3220;47;40;3293;3333
25;Lleida;4;Lleida;38;Urgell;25070;Castellserà;1;;784;216;449;488;296;11;12;465;477
8;Barcelona;2;Catalunya Central;42;Moianès;08064;Castellterçol;1;;1997;496;1024;1200;797;26;10;1164;1174
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43042;Castellvell del Camp;1;;2228;605;1223;1411;817;18;15;1378;1393
8;Barcelona;8;Penedès;3;Alt Penedès;08065;Castellví de la Marca;1;;1222;336;657;776;446;16;9;751;760
8;Barcelona;1;Barcelona;11;Baix Llobregat;08066;Castellví de Rosanes;1;;1496;417;785;930;566;13;12;905;917
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43043;Catllar, el;1;;3466;946;1730;1976;1490;26;9;1941;1950
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25071;Cava;1;;41;23;29;32;9;1;0;31;31
17;Girona;3;Girona;34;Selva;17189;Cellera de Ter, la;1;;1499;538;983;1084;415;15;7;1062;1069
17;Girona;3;Girona;20;Gironès;17049;Celrà;1;;3283;764;1746;2059;1224;34;15;2010;2025
8;Barcelona;2;Catalunya Central;24;Osona;08067;Centelles;1;;5846;1463;2814;3418;2428;61;32;3325;3357
8;Barcelona;2;Catalunya Central;14;Berguedà;08268;Cercs;1;;979;291;497;583;396;12;3;568;571
8;Barcelona;1;Barcelona;40;Vallès Occidental;08266;Cerdanyola del Vallès;1;;43468;9997;20207;23985;19483;296;227;23462;23689
8;Barcelona;1;Barcelona;11;Baix Llobregat;08068;Cervelló;1;;6922;1614;3261;3826;3096;50;29;3747;3776
25;Lleida;4;Lleida;32;Segarra;25072;Cervera;1;;796;185;337;388;408;12;10;366;376
25;Lleida;4;Lleida;32;Segarra;25072;Cervera;2;;3354;802;1565;1837;1517;33;31;1773;1804
25;Lleida;4;Lleida;32;Segarra;25072;Cervera;3;;1810;370;809;947;863;13;15;919;934
25;Lleida;4;Lleida;18;Garrigues;25073;Cervià de les Garrigues;1;;556;176;307;340;216;9;3;328;331
17;Girona;3;Girona;20;Gironès;17050;Cervià de Ter;1;;677;258;454;503;174;5;5;493;498
17;Girona;3;Girona;2;Alt Empordà;17051;Cistella;1;;207;69;136;149;58;1;3;145;148
25;Lleida;4;Lleida;38;Urgell;25074;Ciutadilla;1;;174;78;115;125;49;2;2;121;123
25;Lleida;2;Catalunya Central;35;Solsonès;25075;Clariana de Cardener;1;;130;52;78;88;42;3;3;82;85
25;Lleida;4;Lleida;18;Garrigues;25076;Cogul, el;1;;132;44;78;90;42;0;0;90;90
17;Girona;3;Girona;2;Alt Empordà;17054;Colera;1;;344;128;188;220;124;4;1;215;216
8;Barcelona;1;Barcelona;11;Baix Llobregat;08069;Collbató;1;;3489;783;1741;2002;1487;22;37;1943;1980
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43045;Colldejou;1;;142;62;90;101;41;1;2;98;100
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25077;Coll de Nargó;1;;433;125;218;274;159;12;3;259;262
8;Barcelona;2;Catalunya Central;42;Moianès;08070;Collsuspina;1;;289;122;206;220;69;4;4;212;216
17;Girona;3;Girona;10;Baix Empordà;17055;Colomers;1;;150;64;115;121;29;2;0;119;119
25;Lleida;2;Catalunya Central;35;Solsonès;25163;Coma i la Pedra, la;1;;241;49;110;138;103;1;2;135;137
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25161;Conca de Dalt;1;;338;88;161;213;125;4;2;207;209
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43046;Conesa;1;;89;35;53;61;28;1;2;58;60
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43047;Constantí;1;;2347;526;825;866;1481;13;9;844;853
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43047;Constantí;2;;1907;483;858;919;988;24;10;885;895
8;Barcelona;8;Penedès;6;Anoia;08071;Copons;1;;252;70;155;179;73;2;3;174;177
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43048;Corbera d'Ebre;1;;753;250;397;454;299;14;13;427;440
8;Barcelona;1;Barcelona;11;Baix Llobregat;08072;Corbera de Llobregat;1;;10870;2309;4779;5619;5251;92;51;5476;5527
25;Lleida;4;Lleida;33;Segrià;25078;Corbins;1;;996;235;526;646;350;6;12;628;640
17;Girona;3;Girona;10;Baix Empordà;17057;Corçà;1;;979;381;624;692;287;26;2;664;666
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;1;;15703;3374;7215;8476;7227;95;56;8325;8381
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;2;;4681;850;2094;2563;2118;13;19;2531;2550
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;3;;10424;2163;4951;5750;4674;86;49;5615;5664
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;4;;16120;3756;7096;8049;8071;83;47;7919;7966
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;5;;6473;1306;2342;2617;3856;32;20;2565;2585
8;Barcelona;1;Barcelona;11;Baix Llobregat;08073;Cornellà de Llobregat;6;;9368;2202;3570;3931;5437;57;27;3847;3874
17;Girona;3;Girona;28;Pla de l'Estany;17056;Cornellà del Terri;1;;1782;539;1048;1150;632;23;4;1123;1127
43;Tarragona;6;Camp de Tarragona;29;Priorat;43049;Cornudella de Montsant;1;;737;251;441;504;233;8;2;494;496
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43050;Creixell;1;;2779;615;1043;1243;1536;16;10;1217;1227
17;Girona;3;Girona;28;Pla de l'Estany;17058;Crespià;1;;185;75;113;124;61;1;1;122;123
17;Girona;3;Girona;10;Baix Empordà;17901;Cruïlles, Monells i Sant Sadurní;1;;1024;351;606;664;360;12;13;639;652
8;Barcelona;8;Penedès;17;Garraf;08074;Cubelles;1;;11414;2779;4832;5499;5915;66;42;5391;5433
25;Lleida;4;Lleida;23;Noguera;25079;Cubells;1;;275;92;156;185;90;8;2;175;177
43;Tarragona;8;Penedès;12;Baix Penedès;43051;Cunit;1;;9595;2073;3631;4253;5342;125;31;4097;4128
17;Girona;3;Girona;2;Alt Empordà;17060;Darnius;1;;405;115;213;245;160;0;1;244;245
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17061;Das;1;;171;49;88;121;50;5;2;114;116
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43901;Deltebre;1;;8813;1849;3208;3681;5132;413;23;3245;3268
8;Barcelona;1;Barcelona;21;Maresme;08075;Dosrius;1;;4230;949;1810;2145;2085;29;26;2090;2116
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43053;Duesaigües;1;;179;53;112;125;54;1;0;124;124
17;Girona;3;Girona;2;Alt Empordà;17062;Escala, l';1;;6063;1561;2624;3123;2940;47;26;3050;3076
8;Barcelona;1;Barcelona;11;Baix Llobregat;08076;Esparreguera;1;;8864;1746;4034;4603;4261;72;30;4501;4531
8;Barcelona;1;Barcelona;11;Baix Llobregat;08076;Esparreguera;2;;7832;1838;3236;3624;4208;34;35;3555;3590
17;Girona;2;Catalunya Central;24;Osona;17063;Espinelves;1;;182;78;132;153;29;2;0;151;151
25;Lleida;4;Lleida;18;Garrigues;25081;Espluga Calba, l';1;;270;69;148;173;97;6;6;161;167
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43054;Espluga de Francolí, l';1;;1640;360;707;902;738;16;6;880;886
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43054;Espluga de Francolí, l';2;;1159;213;495;620;539;7;3;610;613
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;1;;6346;1535;3200;3941;2405;47;30;3864;3894
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;10;;9917;2492;4228;4792;5125;59;31;4702;4733
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;2;;7165;1717;3298;3990;3175;37;34;3919;3953
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;3;;2737;600;1374;1578;1159;18;9;1551;1560
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;4;;565;127;340;396;169;2;1;393;394
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;5;;516;95;215;255;261;0;1;254;255
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;6;;545;130;267;311;234;2;0;309;309
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;7;;787;200;419;558;229;2;2;554;556
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;8;;3144;766;1537;1817;1327;13;15;1789;1804
8;Barcelona;1;Barcelona;11;Baix Llobregat;08077;Esplugues de Llobregat;9;;2674;586;1263;1521;1153;17;14;1490;1504
17;Girona;3;Girona;2;Alt Empordà;17064;Espolla;1;;323;124;215;234;89;6;1;227;228
17;Girona;3;Girona;28;Pla de l'Estany;17065;Esponellà;1;;327;122;225;231;96;4;2;225;227
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25082;Espot;1;;301;70;138;197;104;11;7;179;186
8;Barcelona;2;Catalunya Central;14;Berguedà;08078;Espunyola, l';1;;220;50;118;140;80;3;5;132;137
8;Barcelona;2;Catalunya Central;24;Osona;08254;Esquirol, l';1;;1762;629;1083;1288;474;11;14;1263;1277
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25088;Estamariu;1;;97;32;50;61;36;0;1;60;61
8;Barcelona;2;Catalunya Central;42;Moianès;08079;Estany, l';1;;338;141;232;249;89;5;5;239;244
25;Lleida;4;Lleida;32;Segarra;25085;Estaràs;1;;143;51;87;100;43;0;0;100;100
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25086;Esterri d'Àneu;1;;554;125;374;391;163;14;6;371;377
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25087;Esterri de Cardós;1;;53;18;25;39;14;0;1;38;39
43;Tarragona;6;Camp de Tarragona;29;Priorat;43055;Falset;1;;782;278;459;549;233;15;2;532;534
43;Tarragona;6;Camp de Tarragona;29;Priorat;43055;Falset;2;;1171;371;647;812;359;16;7;789;796
17;Girona;3;Girona;2;Alt Empordà;17005;Far d'Empordà, el;1;;464;111;247;277;187;6;4;267;271
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25089;Farrera;1;;91;29;29;58;33;0;0;58;58
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43056;Fatarella, la;1;;791;219;444;507;284;17;8;482;490
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43057;Febró, la;1;;39;11;22;28;11;0;1;27;28
8;Barcelona;1;Barcelona;41;Vallès Oriental;08134;Figaró-Montmany;1;;862;254;456;519;343;9;2;508;510
8;Barcelona;2;Catalunya Central;14;Berguedà;08080;Fígols;1;;38;13;21;27;11;0;2;25;27
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25908;Fígols i Alinyà;1;;218;64;106;128;90;4;1;123;124
43;Tarragona;6;Camp de Tarragona;29;Priorat;43058;Figuera, la;1;;99;46;65;77;22;0;1;76;77
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;1;;7931;1332;2640;3038;4893;51;27;2960;2987
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;2;;3931;870;1652;1857;2074;25;15;1817;1832
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;3;;6459;1272;2396;2880;3579;51;19;2810;2829
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;4;;9008;1742;3584;4279;4729;59;27;4193;4220
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43059;Figuerola del Camp;1;;263;88;150;160;103;0;3;157;160
17;Girona;3;Girona;20;Gironès;17067;Flaçà;1;;693;213;458;482;211;4;10;468;478
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43060;Flix;1;;1821;540;914;1156;665;22;7;1127;1134
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43060;Flix;2;;829;237;418;498;331;12;8;478;486
25;Lleida;4;Lleida;18;Garrigues;25092;Floresta, la;1;;126;52;84;96;30;1;2;93;95
8;Barcelona;3;Girona;34;Selva;08082;Fogars de la Selva;1;;1210;300;533;587;623;6;8;573;581
8;Barcelona;1;Barcelona;41;Vallès Oriental;08081;Fogars de Montclús;1;;354;124;217;244;110;1;3;240;243
17;Girona;3;Girona;10;Baix Empordà;17068;Foixà;1;;252;105;155;178;74;6;1;171;172
8;Barcelona;2;Catalunya Central;24;Osona;08083;Folgueroles;1;;1712;460;1135;1316;396;15;6;1295;1301
25;Lleida;4;Lleida;27;Pla d'Urgell;25093;Fondarella;1;;610;194;352;381;229;17;3;361;364
8;Barcelona;2;Catalunya Central;7;Bages;08084;Fonollosa;1;;1197;317;641;743;454;7;8;728;736
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17069;Fontanals de Cerdanya;1;;403;131;212;264;139;7;2;255;257
17;Girona;3;Girona;10;Baix Empordà;17070;Fontanilles;1;;115;59;76;86;29;0;2;84;86
17;Girona;3;Girona;28;Pla de l'Estany;17071;Fontcoberta;1;;1131;397;743;825;306;13;10;802;812
8;Barcelona;8;Penedès;3;Alt Penedès;08085;Font-rubí;1;;1012;331;598;644;368;7;2;635;637
25;Lleida;4;Lleida;23;Noguera;25094;Foradada;1;;130;47;73;87;43;1;2;84;86
17;Girona;3;Girona;10;Baix Empordà;17902;Forallac;1;;1310;461;784;871;439;16;11;844;855
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43061;Forès;1;;40;17;21;25;15;0;0;25;25
17;Girona;3;Girona;20;Gironès;17073;Fornells de la Selva;1;;1987;614;1287;1466;521;29;9;1428;1437
17;Girona;3;Girona;2;Alt Empordà;17074;Fortià;1;;559;179;319;357;202;12;3;342;345
8;Barcelona;1;Barcelona;41;Vallès Oriental;08086;Franqueses del Vallès, les;1;;12423;2418;4909;5847;6576;82;56;5709;5765
8;Barcelona;1;Barcelona;41;Vallès Oriental;08086;Franqueses del Vallès, les;2;;1828;562;1040;1178;650;17;14;1147;1161
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43062;Freginals;1;;264;124;164;181;83;4;5;172;177
25;Lleida;4;Lleida;38;Urgell;25096;Fuliola, la;1;;866;191;349;472;394;9;3;460;463
25;Lleida;4;Lleida;18;Garrigues;25097;Fulleda;1;;94;32;50;60;34;3;2;55;57
8;Barcelona;2;Catalunya Central;7;Bages;08090;Gaià;1;;138;55;90;101;37;3;0;98;98
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43063;Galera, la;1;;531;135;236;267;264;8;0;259;259
8;Barcelona;1;Barcelona;40;Vallès Occidental;08087;Gallifa;1;;151;57;99;117;34;0;0;117;117
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;1;;1203;323;573;715;488;24;5;686;691
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;2;;849;242;410;530;319;10;2;518;520
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;1;;382;114;231;255;127;10;3;242;245
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;1;;164;58;99;108;56;0;2;106;108
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;1;;5443;1304;2747;3138;2305;54;19;3065;3084
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;2;;7003;1676;3751;4364;2639;55;50;4259;4309
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;1;;340;92;191;224;116;11;4;209;213
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;1;;122;53;78;90;32;2;1;87;88
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;1;;581;202;301;351;230;5;2;344;346
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;1;;10309;1852;4590;5401;4908;72;54;5275;5329
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;2;;10921;2171;4533;5174;5747;57;44;5073;5117
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;3;;9903;2013;4109;4770;5133;67;52;4651;4703
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;4;;2991;680;1263;1449;1542;17;6;1426;1432
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;1;;233;54;107;142;91;3;3;136;139
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;1;;3610;779;1568;1987;1623;19;17;1951;1968
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;2;;1917;379;829;1051;866;18;13;1020;1033
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;1;;379;115;221;274;105;7;1;266;267
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;1;;835;239;444;536;299;9;8;519;527
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;1;;534;222;346;388;146;11;5;372;377
17;Girona;3;Girona;20;Gironès;17079;Girona;1;;5024;1106;1996;2402;2622;35;22;2345;2367
17;Girona;3;Girona;20;Gironès;17079;Girona;2;;24598;5247;12617;15841;8757;224;111;15506;15617
17;Girona;3;Girona;20;Gironès;17079;Girona;3;;22817;4751;10397;12441;10376;166;100;12175;12275
17;Girona;3;Girona;20;Gironès;17079;Girona;4;;1408;274;633;758;650;13;6;739;745
17;Girona;3;Girona;20;Gironès;17079;Girona;5;;5130;1433;2707;3106;2024;52;19;3035;3054
17;Girona;3;Girona;20;Gironès;17079;Girona;6;;6763;1403;2903;3330;3433;61;25;3244;3269
8;Barcelona;2;Catalunya Central;14;Berguedà;08092;Gironella;1;;1243;250;648;760;483;15;2;743;745
8;Barcelona;2;Catalunya Central;14;Berguedà;08092;Gironella;2;;2451;620;1236;1412;1039;23;8;1381;1389
8;Barcelona;2;Catalunya Central;14;Berguedà;08093;Gisclareny;1;;25;8;14;21;4;0;1;20;21
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43068;Godall;1;;493;112;201;238;255;6;0;232;232
25;Lleida;4;Lleida;27;Pla d'Urgell;25099;Golmés;1;;1305;317;600;721;584;7;6;708;714
17;Girona;3;Girona;31;Ripollès;17080;Gombrèn;1;;145;37;68;87;58;0;0;87;87
25;Lleida;2;Catalunya Central;14;Berguedà;25100;Gósol;1;;187;56;108;131;56;1;1;129;130
8;Barcelona;8;Penedès;3;Alt Penedès;08094;Granada, la;1;;1631;350;871;1018;613;14;13;991;1004
25;Lleida;4;Lleida;18;Garrigues;25101;Granadella, la;1;;521;175;312;361;160;2;5;354;359
8;Barcelona;2;Catalunya Central;42;Moianès;08095;Granera;1;;75;30;40;54;21;0;2;52;54
25;Lleida;4;Lleida;33;Segrià;25102;Granja d'Escarp, la;1;;628;209;349;395;233;10;6;379;385
8;Barcelona;1;Barcelona;41;Vallès Oriental;08096;Granollers;1;;11128;2878;5283;5912;5216;98;50;5764;5814
8;Barcelona;1;Barcelona;41;Vallès Oriental;08096;Granollers;2;;8036;2204;3947;4534;3502;48;28;4458;4486
8;Barcelona;1;Barcelona;41;Vallès Oriental;08096;Granollers;3;;11501;2929;5561;6316;5185;81;61;6174;6235
8;Barcelona;1;Barcelona;41;Vallès Oriental;08096;Granollers;4;;13344;3459;6651;7419;5925;97;63;7259;7322
25;Lleida;4;Lleida;32;Segarra;25103;Granyanella;1;;131;35;61;73;58;1;3;69;72
25;Lleida;4;Lleida;18;Garrigues;25105;Granyena de les Garrigues;1;;112;56;84;91;21;5;2;84;86
25;Lleida;4;Lleida;32;Segarra;25104;Granyena de Segarra;1;;130;42;72;79;51;0;0;79;79
43;Tarragona;6;Camp de Tarragona;29;Priorat;43069;Gratallops;1;;192;68;111;139;53;10;0;129;129
8;Barcelona;1;Barcelona;41;Vallès Oriental;08097;Gualba;1;;1118;354;651;725;393;7;2;716;718
17;Girona;3;Girona;10;Baix Empordà;17081;Gualta;1;;269;114;173;188;81;5;1;182;183
8;Barcelona;2;Catalunya Central;14;Berguedà;08099;Guardiola de Berguedà;1;;762;194;403;467;295;10;2;455;457
43;Tarragona;6;Camp de Tarragona;29;Priorat;43070;Guiamets, els;1;;247;101;167;177;70;0;0;177;177
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17082;Guils de Cerdanya;1;;466;106;215;278;188;14;3;261;264
25;Lleida;4;Lleida;38;Urgell;25109;Guimerà;1;;208;81;122;141;67;0;3;138;141
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25903;Guingueta d'Àneu, la;1;;226;53;106;159;67;0;2;157;159
25;Lleida;4;Lleida;32;Segarra;25110;Guissona;1;;2742;624;1307;1542;1200;33;16;1493;1509
25;Lleida;2;Catalunya Central;35;Solsonès;25111;Guixers;1;;110;35;62;73;37;3;1;69;70
8;Barcelona;2;Catalunya Central;24;Osona;08100;Gurb;1;;2111;660;1345;1547;564;8;21;1518;1539
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43071;Horta de Sant Joan;1;;877;214;401;487;390;14;5;468;473
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';1;;38634;8436;17455;20565;18069;319;148;20098;20246
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';2;;29810;5639;11033;12560;17250;176;96;12288;12384
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';3;;31859;7042;14512;16728;15131;210;117;16401;16518
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';4;;25418;4771;8918;10037;15381;161;62;9814;9876
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';5;;24346;5297;9133;10431;13915;139;77;10215;10292
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';6;;23562;5210;9716;11381;12181;145;97;11139;11236
8;Barcelona;8;Penedès;6;Anoia;08162;Hostalets de Pierola, els;1;;2163;511;1000;1148;1015;15;8;1125;1133
17;Girona;3;Girona;34;Selva;17083;Hostalric;1;;2998;713;1421;1545;1453;22;12;1511;1523
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;1;;1290;288;497;577;713;10;5;562;567
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;2;;2867;718;1396;1655;1212;19;20;1616;1636
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;3;;12514;3050;6251;7295;5219;85;67;7143;7210
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;4;;4468;1329;2273;2622;1846;36;26;2560;2586
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;5;;7845;1843;3673;4168;3677;60;38;4070;4108
