﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43171;Vila-seca;1;;15025;3464;6553;7436;7589;132;65;7239;7304
8;Barcelona;1;Barcelona;21;Maresme;08214;Vilassar de Dalt;1;;4192;1058;1894;2460;1732;28;26;2406;2432
8;Barcelona;1;Barcelona;21;Maresme;08214;Vilassar de Dalt;2;;2857;844;1521;1800;1057;18;17;1765;1782
8;Barcelona;1;Barcelona;21;Maresme;08219;Vilassar de Mar;1;;7543;2019;4043;4823;2720;60;32;4731;4763
8;Barcelona;1;Barcelona;21;Maresme;08219;Vilassar de Mar;2;;4841;1280;2672;3167;1674;45;24;3098;3122
8;Barcelona;1;Barcelona;21;Maresme;08219;Vilassar de Mar;3;;3419;804;1533;1813;1606;16;14;1783;1797
17;Girona;3;Girona;2;Alt Empordà;17222;Vilaür;1;;108;57;81;92;16;4;2;86;88
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43172;Vilaverd;1;;341;88;149;177;164;8;6;163;169
43;Tarragona;6;Camp de Tarragona;29;Priorat;43173;Vilella Alta, la;1;;97;38;64;69;28;1;2;66;68
43;Tarragona;6;Camp de Tarragona;29;Priorat;43174;Vilella Baixa, la;1;;147;48;95;118;29;1;0;117;117
17;Girona;3;Girona;34;Selva;17233;Vilobí d'Onyar;1;;2386;682;1335;1479;907;25;11;1443;1454
8;Barcelona;8;Penedès;3;Alt Penedès;08304;Vilobí del Penedès;1;;842;180;455;541;301;5;2;534;536
17;Girona;3;Girona;10;Baix Empordà;17232;Vilopriu;1;;171;78;105;119;52;1;1;117;118
25;Lleida;4;Lleida;18;Garrigues;25253;Vilosell, el;1;;154;44;101;118;36;2;2;114;116
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43176;Vimbodí i Poblet;1;;735;249;397;472;263;12;2;458;460
25;Lleida;4;Lleida;18;Garrigues;25255;Vinaixa;1;;383;134;235;265;118;7;2;256;258
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43177;Vinebre;1;;287;126;200;219;68;4;1;214;215
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43178;Vinyols i els Arcs;1;;1495;439;781;883;612;10;9;864;873
8;Barcelona;2;Catalunya Central;14;Berguedà;08308;Viver i Serrateix;1;;139;49;83;104;35;1;3;100;103
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43052;Xerta;1;;917;267;436;521;396;18;2;501;503
8;Barcelona;98;Residents Absents;;;08998;Residents Absents;1;;197011; ; ;7996;189015;460;41;7495;7536
17;Girona;98;Residents Absents;;;17998;Residents Absents;1;;21379; ; ;1029;20350;2;3;1024;1027
25;Lleida;98;Residents Absents;;;25998;Residents Absents;1;;17363; ; ;725;16638;9;3;713;716
43;Tarragona;98;Residents Absents;;;43998;Residents Absents;1;;19411; ; ;966;18445;7;8;951;959
