﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids
17;Girona;3;Girona;20;Gironès;17186;Sarrià de Ter;5229;3868;1027;1931;2212;1656;35;20;2157;2177
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25201;Sarroca de Bellera;116;106;17;34;63;43;2;0;61;61
25;Lleida;4;Lleida;33;Segrià;25200;Sarroca de Lleida;358;311;116;179;197;114;2;1;194;195
17;Girona;3;Girona;2;Alt Empordà;17187;Saus, Camallera i Llampaies;856;649;226;410;464;185;8;3;453;456
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43143;Savallà del Comtat;53;51;21;31;36;15;0;1;35;36
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43144;Secuita, la;1708;1248;330;657;742;506;12;4;726;730
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43145;Selva del Camp, la;5683;4280;1049;2160;2578;1702;55;14;2509;2523
17;Girona;3;Girona;2;Alt Empordà;17188;Selva de Mar, la;195;171;71;112;128;43;3;1;124;125
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43146;Senan;44;37;11;19;30;7;1;0;29;29
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43044;Sénia, la;5640;3924;878;1575;2001;1923;56;23;1922;1945
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25202;Senterada;139;104;30;46;57;47;0;0;57;57
25;Lleida;4;Lleida;23;Noguera;25035;Sentiu de Sió, la;414;367;129;203;237;130;4;3;230;233
8;Barcelona;1;Barcelona;40;Vallès Occidental;08267;Sentmenat;9235;6897;1570;3050;3609;3288;55;33;3521;3554
17;Girona;3;Girona;28;Pla de l'Estany;17190;Serinyà;1133;847;259;486;520;327;15;4;501;505
25;Lleida;4;Lleida;33;Segrià;25204;Seròs;1946;1144;281;582;650;494;10;5;635;640
17;Girona;3;Girona;10;Baix Empordà;17191;Serra de Daró;222;171;88;134;146;25;0;1;145;146
17;Girona;3;Girona;31;Ripollès;17192;Setcases;170;147;49;84;96;51;4;4;88;92
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25203;Seu d'Urgell, la;12206;8840;1944;3769;4423;4417;86;64;4273;4337
8;Barcelona;2;Catalunya Central;24;Osona;08269;Seva;3544;2780;768;1501;1748;1032;20;28;1700;1728
25;Lleida;4;Lleida;27;Pla d'Urgell;25205;Sidamon;748;571;208;327;356;215;14;3;339;342
17;Girona;3;Girona;34;Selva;17193;Sils;6219;4405;1150;1947;2161;2244;34;19;2108;2127
8;Barcelona;8;Penedès;17;Garraf;08270;Sitges;29553;19238;4286;9157;10760;8478;109;83;10568;10651
17;Girona;3;Girona;2;Alt Empordà;17052;Siurana;171;136;46;85;97;39;1;0;96;96
8;Barcelona;2;Catalunya Central;24;Osona;08271;Sobremunt;78;65;16;30;36;29;0;2;34;36
25;Lleida;4;Lleida;18;Garrigues;25206;Soleràs, el;332;254;83;150;185;69;1;3;181;184
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43147;Solivella;632;529;201;336;375;154;11;7;357;364
25;Lleida;2;Catalunya Central;35;Solsonès;25207;Solsona;9137;6458;1429;2901;3487;2971;67;31;3389;3420
8;Barcelona;2;Catalunya Central;24;Osona;08272;Sora;212;162;46;99;116;46;1;2;113;115
