﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Sigles Candidatura;Nom Candidatura;Vots
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;PP;Partit Popular;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;IZQP;Izquierda en Positivo;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;PCTC;Partit Comunista dels Treballadors de Catalunya;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;ERC;Esquerra Republicana de Catalunya;86
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;JxCat;Junts per Catalunya;66
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);37
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;30
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;ECP-PEC;En Comú Podem-Podem en Comú;21
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;VOX;Vox;14
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PDeCAT;Partit Demòcrata Europeu Català;9
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PP;Partit Popular;7
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;Cs;Ciutadans-Partido de la Ciudadanía;4
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;FNC;Front Nacional de Catalunya;3
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PUM+J;Per Un Món Més Just;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;JxCat;Junts per Catalunya;86
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;ERC;Esquerra Republicana de Catalunya;57
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;29
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;VOX;Vox;16
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);9
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;Cs;Ciutadans-Partido de la Ciudadanía;9
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;ECP-PEC;En Comú Podem-Podem en Comú;8
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PP;Partit Popular;8
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PDeCAT;Partit Demòcrata Europeu Català;7
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;2
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PUM+J;Per Un Món Més Just;1
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PCTC;Partit Comunista dels Treballadors de Catalunya;1
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;JxCat;Junts per Catalunya;48
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;ERC;Esquerra Republicana de Catalunya;34
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PDeCAT;Partit Demòcrata Europeu Català;30
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;11
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PP;Partit Popular;6
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);5
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;Cs;Ciutadans-Partido de la Ciudadanía;3
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;FNC;Front Nacional de Catalunya;1
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;VOX;Vox;1
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PNC;Partit Nacionalista de Catalunya;1
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;ECP-PEC;En Comú Podem-Podem en Comú;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PUM+J;Per Un Món Més Just;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;IZQP;Izquierda en Positivo;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;SCAT;Suport Civil Català;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;EB;Escons en Blanc;0
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);357
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;ERC;Esquerra Republicana de Catalunya;319
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;JxCat;Junts per Catalunya;300
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;PDeCAT;Partit Demòcrata Europeu Català;101
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;101
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;VOX;Vox;88
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;ECP-PEC;En Comú Podem-Podem en Comú;75
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;Cs;Ciutadans-Partido de la Ciudadanía;60
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;PP;Partit Popular;26
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;13
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;PNC;Partit Nacionalista de Catalunya;3
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;FNC;Front Nacional de Catalunya;3
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;MPIC;Moviment Primàries per la Independència de Catalunya;1
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;IZQP;Izquierda en Positivo;1
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;JxCat;Junts per Catalunya;56
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;ERC;Esquerra Republicana de Catalunya;30
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;14
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);8
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PDeCAT;Partit Demòcrata Europeu Català;6
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;ECP-PEC;En Comú Podem-Podem en Comú;6
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;VOX;Vox;5
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PP;Partit Popular;4
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PUM+J;Per Un Món Més Just;1
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;MPIC;Moviment Primàries per la Independència de Catalunya;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;Cs;Ciutadans-Partido de la Ciudadanía;0
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;JxCat;Junts per Catalunya;422
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;ERC;Esquerra Republicana de Catalunya;411
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);303
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;152
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;VOX;Vox;95
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;ECP-PEC;En Comú Podem-Podem en Comú;94
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;PDeCAT;Partit Demòcrata Europeu Català;78
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;Cs;Ciutadans-Partido de la Ciudadanía;57
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;PP;Partit Popular;32
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;6
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;PCTC;Partit Comunista dels Treballadors de Catalunya;3
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;FNC;Front Nacional de Catalunya;1
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;MPIC;Moviment Primàries per la Independència de Catalunya;1
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;IZQP;Izquierda en Positivo;0
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;PNC;Partit Nacionalista de Catalunya;0
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;ERC;Esquerra Republicana de Catalunya;197
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);175
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;JxCat;Junts per Catalunya;116
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;VOX;Vox;90
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;Cs;Ciutadans-Partido de la Ciudadanía;62
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;ECP-PEC;En Comú Podem-Podem en Comú;61
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;40
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;PP;Partit Popular;20
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;PDeCAT;Partit Demòcrata Europeu Català;10
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;4
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;IZQP;Izquierda en Positivo;4
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;MPIC;Moviment Primàries per la Independència de Catalunya;1
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;PNC;Partit Nacionalista de Catalunya;1
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;PCTC;Partit Comunista dels Treballadors de Catalunya;1
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;FNC;Front Nacional de Catalunya;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;ERC;Esquerra Republicana de Catalunya;2255
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);2062
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;JxCat;Junts per Catalunya;1515
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;ECP-PEC;En Comú Podem-Podem en Comú;652
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;622
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;VOX;Vox;617
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;Cs;Ciutadans-Partido de la Ciudadanía;584
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;PP;Partit Popular;181
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;PDeCAT;Partit Demòcrata Europeu Català;151
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;58
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;PCTC;Partit Comunista dels Treballadors de Catalunya;19
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;MPIC;Moviment Primàries per la Independència de Catalunya;15
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;FNC;Front Nacional de Catalunya;10
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;PNC;Partit Nacionalista de Catalunya;9
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;IZQP;Izquierda en Positivo;7
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;JxCat;Junts per Catalunya;301
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;ERC;Esquerra Republicana de Catalunya;262
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);107
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;43
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PDeCAT;Partit Demòcrata Europeu Català;33
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PP;Partit Popular;26
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;ECP-PEC;En Comú Podem-Podem en Comú;17
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;VOX;Vox;13
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;Cs;Ciutadans-Partido de la Ciudadanía;11
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;FNC;Front Nacional de Catalunya;1
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;IZQP;Izquierda en Positivo;1
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PUM+J;Per Un Món Més Just;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;SCAT;Suport Civil Català;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;EB;Escons en Blanc;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;JxCat;Junts per Catalunya;52
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;ERC;Esquerra Republicana de Catalunya;26
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;13
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;VOX;Vox;8
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);5
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PDeCAT;Partit Demòcrata Europeu Català;4
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PP;Partit Popular;2
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;ECP-PEC;En Comú Podem-Podem en Comú;1
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;Cs;Ciutadans-Partido de la Ciudadanía;1
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;FNC;Front Nacional de Catalunya;1
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;EB;Escons en Blanc;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;JxCat;Junts per Catalunya;201
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;ERC;Esquerra Republicana de Catalunya;107
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);36
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;33
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PDeCAT;Partit Demòcrata Europeu Català;28
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PP;Partit Popular;14
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;VOX;Vox;11
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;Cs;Ciutadans-Partido de la Ciudadanía;9
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;ECP-PEC;En Comú Podem-Podem en Comú;7
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;MPIC;Moviment Primàries per la Independència de Catalunya;2
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;EB;Escons en Blanc;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;IZQP;Izquierda en Positivo;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;PUM+J;Per Un Món Més Just;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;SCAT;Suport Civil Català;0
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;FNC;Front Nacional de Catalunya;0
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);270
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;ERC;Esquerra Republicana de Catalunya;265
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;VOX;Vox;174
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;JxCat;Junts per Catalunya;170
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;Cs;Ciutadans-Partido de la Ciudadanía;97
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;ECP-PEC;En Comú Podem-Podem en Comú;88
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;66
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;PP;Partit Popular;34
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;PDeCAT;Partit Demòcrata Europeu Català;12
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;10
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;PCTC;Partit Comunista dels Treballadors de Catalunya;5
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;IZQP;Izquierda en Positivo;1
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;PNC;Partit Nacionalista de Catalunya;0
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;MPIC;Moviment Primàries per la Independència de Catalunya;0
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;FNC;Front Nacional de Catalunya;0
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;JxCat;Junts per Catalunya;238
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;ERC;Esquerra Republicana de Catalunya;148
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;76
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);33
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;PDeCAT;Partit Demòcrata Europeu Català;30
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;Cs;Ciutadans-Partido de la Ciudadanía;8
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;ECP-PEC;En Comú Podem-Podem en Comú;6
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;VOX;Vox;5
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;PP;Partit Popular;4
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;MPIC;Moviment Primàries per la Independència de Catalunya;3
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;PNC;Partit Nacionalista de Catalunya;1
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;FNC;Front Nacional de Catalunya;0
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;IZQP;Izquierda en Positivo;0
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;19;Garrotxa;17114;Olot;JxCat;Junts per Catalunya;4674
17;Girona;3;Girona;19;Garrotxa;17114;Olot;ERC;Esquerra Republicana de Catalunya;2810
17;Girona;3;Girona;19;Garrotxa;17114;Olot;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);1539
17;Girona;3;Girona;19;Garrotxa;17114;Olot;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;1150
17;Girona;3;Girona;19;Garrotxa;17114;Olot;VOX;Vox;521
17;Girona;3;Girona;19;Garrotxa;17114;Olot;PDeCAT;Partit Demòcrata Europeu Català;420
17;Girona;3;Girona;19;Garrotxa;17114;Olot;ECP-PEC;En Comú Podem-Podem en Comú;396
17;Girona;3;Girona;19;Garrotxa;17114;Olot;Cs;Ciutadans-Partido de la Ciudadanía;212
17;Girona;3;Girona;19;Garrotxa;17114;Olot;PP;Partit Popular;158
17;Girona;3;Girona;19;Garrotxa;17114;Olot;PNC;Partit Nacionalista de Catalunya;42
17;Girona;3;Girona;19;Garrotxa;17114;Olot;MPIC;Moviment Primàries per la Independència de Catalunya;37
17;Girona;3;Girona;19;Garrotxa;17114;Olot;FNC;Front Nacional de Catalunya;32
17;Girona;3;Girona;19;Garrotxa;17114;Olot;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;25
17;Girona;3;Girona;19;Garrotxa;17114;Olot;PUM+J;Per Un Món Més Just;23
17;Girona;3;Girona;19;Garrotxa;17114;Olot;UEP;Unión Europea de Pensionistas;19
17;Girona;3;Girona;19;Garrotxa;17114;Olot;ALIANZA C V;Alianza por el Comercio y la Vivienda;18
